"id_user_source";"reciprocityCount";"profile_1";"profile_2"
"52728";"126";"4";"4"
"52732";"42";"1";"1"
"52738";"42";"4";"4"
"52748";"106";"4";"4"
"52753";"42";"4";"4"
"52754";"42";"4";"4"
"52765";"84";"1";"1"
"52769";"82";"1";"1"
"52774";"42";"1";"1"
"52781";"42";"1";"1"
"52787";"41";"4";"4"
"52793";"42";"1";"1"
"52798";"42";"1";"1"
"52799";"239";"4";"4"
"52803";"474";"4";"4"
"52807";"250";"1";"1"
"52809";"20";"4";"4"
"52816";"42";"4";"4"
"52817";"42";"1";"1"
"52819";"42";"1";"1"
"52822";"42";"4";"4"
"52827";"42";"1";"1"
"52835";"42";"1";"1"
"52837";"42";"4";"4"
"52843";"199";"4";"4"
"52844";"123";"4";"4"
"52846";"84";"4";"4"
"52852";"37";"1";"1"
"52855";"311";"4";"4"
"52857";"41";"4";"4"
"52858";"31";"4";"4"
"52861";"42";"1";"1"
"52862";"38";"4";"4"
"52875";"42";"1";"1"
"52877";"42";"1";"1"
"52878";"42";"4";"4"
"52887";"41";"1";"1"
"52893";"19";"4";"4"
"52907";"322";"4";"4"
"52914";"6638";"4";"4"
"52920";"82";"4";"4"
"52924";"41";"1";"4"
"52926";"35";"1";"1"
"52930";"101";"4";"4"
"52938";"41";"1";"1"
"52943";"34";"4";"4"
"52957";"2570";"4";"4"
"52959";"82";"1";"1"
"52960";"41";"1";"1"
"52961";"41";"4";"4"
"52963";"41";"4";"4"
"52967";"79";"4";"4"
"52970";"41";"1";"1"
"52978";"1106";"4";"4"
"52979";"38";"1";"1"
"52983";"123";"1";"1"
"52986";"41";"1";"4"
"52989";"82";"1";"1"
"52992";"41";"1";"1"
"52998";"724";"4";"4"
"53000";"28";"4";"4"
"53001";"82";"1";"1"
"53004";"113";"4";"4"
"53021";"121";"4";"4"
"53023";"75";"4";"4"
"53025";"41";"1";"1"
"53042";"29";"4";"4"
"53049";"41";"4";"4"
"53051";"41";"1";"1"
"53056";"41";"4";"4"
"53062";"102";"4";"4"
"53064";"41";"4";"4"
"53068";"41";"4";"4"
"53069";"41";"1";"1"
"53071";"81";"4";"4"
"53072";"81";"4";"4"
"53078";"41";"4";"4"
"53079";"80";"4";"4"
"53087";"76";"4";"4"
"53090";"41";"4";"4"
"53099";"41";"1";"1"
"53103";"123";"1";"1"
"53105";"41";"1";"1"
"53113";"80";"1";"1"
"53116";"40";"1";"1"
"53117";"34";"1";"1"
"53121";"80";"4";"4"
"53130";"40";"1";"1"
"53132";"276";"4";"4"
"53140";"41";"1";"1"
"53145";"155";"4";"4"
"53153";"40";"4";"4"
"53159";"40";"1";"1"
"53162";"40";"4";"4"
"53172";"40";"1";"1"
"53181";"192";"4";"4"
"53182";"117";"4";"4"
"53183";"192";"4";"4"
"53187";"270";"4";"4"
"53189";"17";"4";"4"
"53190";"37";"4";"4"
"53195";"40";"1";"1"
"53196";"296";"4";"4"
"53203";"17";"1";"1"
"53204";"40";"1";"1"
"53207";"80";"4";"4"
"53208";"38";"4";"4"
"53210";"120";"4";"4"
"53212";"79";"1";"1"
"53218";"200";"4";"4"
"53222";"220";"4";"4"
"53233";"116";"4";"4"
"53236";"40";"1";"1"
"53240";"75";"4";"4"
"53244";"3";"4";"4"
"53250";"40";"4";"4"
"53251";"40";"1";"1"
"53253";"40";"1";"1"
"53259";"117";"4";"4"
"53260";"38";"1";"4"
"53265";"78";"4";"4"
"53266";"61";"1";"1"
"53274";"40";"1";"1"
"53279";"44";"4";"4"
"53282";"16";"4";"4"
"53286";"120";"4";"4"
"53287";"40";"4";"4"
"53297";"395";"4";"4"
"53301";"40";"4";"4"
"53304";"39";"1";"1"
"53311";"95";"4";"4"
"53314";"135";"4";"4"
"53323";"40";"1";"1"
"53334";"285";"4";"4"
"53335";"21";"1";"1"
"53339";"40";"1";"1"
"53346";"40";"1";"4"
"53356";"67";"1";"1"
"53361";"78";"1";"4"
"53363";"58";"4";"4"
"53365";"40";"1";"4"
"53377";"76";"1";"1"
"53380";"157";"4";"4"
"53381";"126";"4";"4"
"53382";"110";"4";"4"
"53384";"40";"1";"1"
"53389";"40";"1";"1"
"53391";"39";"4";"4"
"53394";"108";"4";"4"
"53395";"80";"4";"4"
"53396";"26";"4";"4"
"53404";"39";"1";"1"
"53409";"23";"4";"4"
"53411";"39";"1";"1"
"53423";"4";"4";"4"
"53425";"39";"1";"1"
"53427";"39";"1";"1"
"53430";"39";"1";"1"
"53438";"299";"4";"4"
"53443";"39";"1";"1"
"53446";"62";"4";"4"
"53447";"75";"4";"4"
"53448";"39";"4";"4"
"53459";"2274";"4";"4"
"53464";"64";"4";"4"
"53466";"39";"4";"4"
"53468";"3628";"4";"4"
"53485";"39";"1";"1"
"53487";"111";"4";"4"
"53490";"39";"1";"1"
"53496";"39";"1";"1"
"53498";"172";"4";"4"
"53507";"39";"1";"1"
"53508";"37";"1";"1"
"53516";"31";"1";"1"
"53519";"39";"4";"4"
"53528";"530";"4";"4"
"53529";"2560";"4";"4"
"53530";"39";"1";"1"
"53533";"35";"4";"4"
"53534";"100";"4";"4"
"53537";"131";"4";"4"
"53545";"39";"1";"1"
"53551";"39";"1";"1"
"53553";"39";"1";"1"
"53556";"78";"1";"1"
"53565";"765";"4";"4"
"53570";"39";"1";"1"
"53575";"39";"4";"4"
"53576";"33";"4";"4"
"53578";"65";"4";"4"
"53580";"24";"4";"4"
"53584";"3526";"4";"4"
"53586";"99";"4";"4"
"53593";"38";"1";"1"
"53595";"39";"4";"4"
"53596";"78";"4";"4"
"53598";"77";"4";"4"
"53599";"38";"1";"1"
"53608";"93";"4";"4"
"53610";"39";"4";"4"
"53612";"49";"4";"4"
"53617";"37";"1";"1"
"53624";"11";"1";"4"
"53626";"7";"4";"4"
"53627";"37";"1";"1"
"53629";"39";"1";"1"
"53643";"4429";"4";"4"
"53645";"28";"4";"4"
"53652";"39";"1";"1"
"53653";"857";"4";"4"
"53654";"78";"4";"4"
"53656";"33";"4";"4"
"53659";"39";"1";"4"
"53660";"63";"4";"4"
"53662";"64";"4";"4"
"53667";"14";"1";"1"
"53681";"78";"4";"4"
"53683";"39";"1";"1"
"53687";"38";"1";"1"
"53692";"34";"1";"1"
"53695";"181";"4";"4"
"53699";"38";"4";"4"
"53700";"75";"4";"4"
"53709";"38";"4";"4"
"53714";"75";"4";"4"
"53720";"38";"1";"1"
"53731";"38";"1";"1"
"53733";"75";"4";"4"
"53737";"54";"4";"4"
"53745";"76";"1";"1"
"53747";"38";"1";"1"
"53748";"38";"1";"1"
"53754";"116";"4";"4"
"53757";"24";"4";"4"
"53758";"76";"1";"1"
"53761";"38";"1";"1"
"53771";"23";"4";"4"
"53775";"36";"1";"1"
"53778";"33";"4";"4"
"53781";"38";"1";"1"
"53786";"538";"4";"4"
"53787";"38";"1";"1"
"53794";"76";"1";"4"
"53803";"390";"4";"4"
"53810";"2";"4";"4"
"53813";"25";"4";"4"
"53814";"33";"1";"1"
"53815";"38";"1";"1"
"53818";"29";"1";"1"
"53822";"38";"1";"1"
"53823";"38";"4";"4"
"53829";"34";"4";"4"
"53833";"38";"4";"4"
"53841";"7";"4";"4"
"53848";"10";"4";"4"
"53850";"33";"1";"1"
"53851";"33";"4";"4"
"53855";"33";"4";"4"
"53860";"38";"1";"1"
"53863";"70";"4";"4"
"53864";"496";"4";"4"
"53867";"38";"1";"1"
"53868";"74";"1";"1"
"53877";"276";"4";"4"
"53881";"38";"1";"1"
"53884";"38";"1";"1"
"53888";"751";"4";"4"
"53889";"38";"4";"4"
"53894";"38";"1";"1"
"53905";"38";"1";"1"
"53908";"25";"4";"4"
"53913";"38";"1";"1"
"53916";"38";"1";"1"
"53918";"38";"4";"4"
"53923";"25";"4";"4"
"53939";"34";"4";"4"
"53940";"38";"1";"4"
"53941";"38";"1";"1"
"53943";"38";"4";"4"
"53946";"44";"1";"1"
"53948";"1112";"4";"4"
"53952";"148";"1";"1"
"53953";"251";"4";"4"
"53954";"56";"4";"4"
"53957";"37";"1";"1"
"53958";"37";"1";"1"
"53959";"37";"1";"1"
"53980";"1209";"4";"4"
"53987";"37";"1";"1"
"53988";"37";"4";"4"
"53989";"74";"1";"1"
"53992";"128";"4";"4"
"53997";"37";"1";"1"
"54000";"1011";"4";"4"
"54007";"174";"4";"4"
"54015";"37";"1";"1"
"54017";"124";"4";"4"
"54029";"1467";"4";"4"
"54030";"37";"1";"1"
"54032";"37";"4";"4"
"54033";"37";"4";"4"
"54034";"67";"4";"4"
"54035";"37";"1";"1"
"54039";"37";"1";"4"
"54040";"37";"1";"1"
"54065";"37";"1";"1"
"54066";"819";"4";"4"
"54067";"72";"4";"4"
"54068";"37";"1";"1"
"54072";"87";"4";"4"
"54079";"37";"4";"4"
"54080";"33";"4";"4"
"54084";"37";"1";"1"
"54089";"34";"4";"4"
"54091";"74";"1";"1"
"54093";"54";"4";"4"
"54110";"32";"4";"4"
"54127";"36";"4";"4"
"54134";"37";"1";"1"
"54137";"37";"1";"1"
"54141";"73";"4";"4"
"54144";"36";"1";"1"
"54145";"107";"4";"4"
"54156";"82";"4";"4"
"54157";"33";"1";"1"
"54159";"37";"4";"4"
"54160";"74";"1";"1"
"54161";"37";"1";"1"
"54162";"37";"1";"1"
"54165";"37";"1";"4"
"54168";"64";"4";"4"
"54177";"15";"1";"1"
"54180";"74";"4";"4"
"54182";"71";"4";"4"
"54191";"72";"4";"4"
"54192";"103";"1";"1"
"54197";"37";"1";"1"
"54202";"23";"4";"4"
"54203";"110";"4";"4"
"54215";"26";"1";"1"
"54222";"33";"1";"4"
"54223";"16";"1";"4"
"54226";"36";"4";"4"
"54228";"428";"4";"4"
"54232";"36";"4";"4"
"54238";"320";"4";"4"
"54239";"36";"1";"1"
"54241";"35";"1";"1"
"54244";"35";"4";"4"
"54255";"133";"4";"4"
"54260";"36";"1";"1"
"54261";"36";"1";"1"
"54262";"211";"4";"4"
"54265";"36";"1";"1"
"54269";"865";"4";"4"
"54280";"58";"4";"4"
