"id_user_source";"reciprocityCount";"profile_1";"profile_2"
"31841";"197";"1";"1"
"31843";"27";"1";"4"
"31852";"41";"1";"1"
"31859";"41";"4";"4"
"31867";"41";"1";"4"
"31876";"56";"4";"4"
"31883";"82";"1";"4"
"31886";"41";"1";"1"
"31889";"23";"4";"4"
"31890";"82";"4";"4"
"31895";"41";"1";"1"
"31901";"82";"4";"4"
"31916";"82";"1";"4"
"31918";"82";"4";"4"
"31920";"31";"1";"1"
"31923";"74";"4";"4"
"31933";"41";"1";"1"
"31941";"283";"4";"4"
"31943";"41";"4";"4"
"31945";"41";"1";"1"
"31946";"79";"1";"1"
"31949";"30";"1";"4"
"31950";"19";"4";"4"
"31951";"40";"4";"4"
"31961";"41";"1";"1"
"31964";"77";"1";"4"
"31971";"365";"4";"4"
"31979";"78";"4";"4"
"31985";"13";"4";"4"
"31987";"207";"4";"4"
"31992";"321";"4";"4"
"31995";"78";"1";"1"
"31996";"164";"4";"4"
"31997";"39";"4";"4"
"32003";"41";"1";"1"
"32008";"41";"1";"1"
"32013";"109";"4";"4"
"32016";"19";"1";"1"
"32021";"288";"4";"4"
"32028";"41";"1";"1"
"32045";"910";"4";"4"
"32046";"1049";"4";"4"
"32047";"40";"4";"4"
"32049";"859";"4";"4"
"32054";"113";"4";"4"
"32058";"282";"4";"4"
"32065";"82";"1";"1"
"32066";"60";"4";"4"
"32068";"148";"4";"4"
"32075";"41";"1";"4"
"32079";"82";"1";"1"
"32084";"82";"1";"1"
"32093";"41";"1";"1"
"32095";"35";"4";"4"
"32097";"113";"4";"4"
"32114";"246";"4";"4"
"32120";"120";"4";"4"
"32121";"36";"1";"4"
"32122";"40";"1";"1"
"32135";"80";"1";"4"
"32139";"40";"1";"1"
"32150";"40";"1";"4"
"32151";"118";"1";"1"
"32159";"65";"4";"4"
"32160";"39";"4";"4"
"32161";"80";"1";"1"
"32168";"40";"4";"4"
"32170";"120";"4";"4"
"32172";"152";"4";"4"
"32174";"80";"4";"4"
"32175";"40";"4";"4"
"32176";"40";"1";"4"
"32179";"40";"1";"1"
"32181";"80";"1";"1"
"32184";"80";"1";"1"
"32202";"23";"1";"4"
"32207";"40";"1";"4"
"32210";"36";"4";"4"
"32214";"38";"4";"4"
"32215";"30";"1";"4"
"32229";"40";"1";"1"
