"period";"profile_1";"avgDegree";"avgIndegree";"avgOutdegree";"avgBetweenness";"avgPagerank";"avgEigenvector";"avgInteractions"
"31";"1";"3,1237";"0,9547";"2,1690";"90,1536367921574";"0,00016169597384346464";"0,005368002200778784";"3,9648"
"31";"4";"17,6529";"9,5365";"8,1165";"4564,942688268934";"0,0006741330567298346";"0,04463799277726564";"33,7165"
"32";"1";"3,1585";"0,9659";"2,1926";"102,22314612316367";"0,00015155535190401276";"0,005200068507716306";"3,9954"
"32";"4";"17,8808";"9,6958";"8,1850";"4999,647998247869";"0,0006461586779316383";"0,043409496803063205";"34,5142"
"33";"1";"3,1583";"0,9716";"2,1867";"116,6074996451541";"0,00014517227744159213";"0,00517382701491875";"3,9931"
"33";"4";"17,9956";"9,7686";"8,2271";"5410,871272284203";"0,0006219702504260147";"0,04221632580507752";"35,0306"
"34";"1";"3,1356";"0,9647";"2,1708";"130,59930301519674";"0,00013647133062468625";"0,005142763865959634";"3,9467"
"34";"4";"18,0737";"9,8351";"8,2386";"5882,812540822204";"0,0005850212788244118";"0,04108698195354623";"35,2988"
"35";"1";"3,1588";"0,9767";"2,1821";"137,5405475829507";"0,00013030287601556987";"0,00514579968962102";"3,9840"
"35";"4";"18,2155";"9,9295";"8,2860";"6310,597644656015";"0,0005559522476021243";"0,03984490631776621";"35,6683"
"36";"1";"3,2185";"0,9822";"2,2363";"154,01449686274913";"0,00012376612303029484";"0,005039889916986264";"4,0842"
"36";"4";"18,4746";"10,1151";"8,3595";"6748,656600748216";"0,0005349584106112057";"0,03919605377486309";"36,1563"
"37";"1";"3,2102";"0,9794";"2,2307";"148,1152607693052";"0,00011928922342715121";"0,005103927967565871";"4,0925"
"37";"4";"18,8248";"10,3197";"8,5051";"7298,674421475271";"0,0005198841492488766";"0,039332887995335915";"36,9003"
"38";"1";"3,2338";"0,9852";"2,2485";"156,433108954937";"0,00011150123707869946";"0,005070733625550089";"4,1269"
"38";"4";"19,0352";"10,4595";"8,5757";"8038,970346329515";"0,0004893851428522937";"0,03852865667652341";"37,0713"
"39";"1";"3,2089";"0,9864";"2,2226";"153,0688106376442";"0,00010528893088647711";"0,004991032535166437";"4,1146"
"39";"4";"19,1254";"10,5100";"8,6154";"8647,605242559526";"0,00046295598097941286";"0,03756931386117038";"37,2642"
"40";"1";"3,2231";"0,9846";"2,2385";"158,5746680316174";"0,00010024549847319073";"0,004918311619226416";"4,1341"
"40";"4";"19,3608";"10,6715";"8,6893";"9289,52192448724";"0,00044695913003698414";"0,03719545284061434";"37,7395"
"41";"1";"3,2571";"0,9918";"2,2653";"168,78003570031788";"0,00009548615404790682";"0,004972837479930441";"4,2138"
"41";"4";"19,7012";"10,8878";"8,8133";"10103,97479674544";"0,0004306555135826762";"0,037552487978731536";"38,5475"
"42";"1";"3,3107";"1,0005";"2,3102";"178,28868899743816";"0,00009189642028017555";"0,0049284551517007015";"4,3171"
"42";"4";"20,1134";"11,1487";"8,9648";"10649,078017426504";"0,00041972854394006244";"0,037480103960527957";"39,6521"
"43";"1";"3,3540";"1,0065";"2,3475";"184,01041400154023";"0,00008734686191165632";"0,004923157758807264";"4,3827"
"43";"4";"20,4286";"11,3568";"9,0718";"11210,179886727201";"0,0004051050309028556";"0,037934747314881584";"40,6107"
"44";"1";"3,4078";"1,0086";"2,3993";"202,4827958210975";"0,00008277793278622116";"0,004709966731793968";"4,4671"
"44";"4";"20,6403";"11,5346";"9,1056";"11856,73704398701";"0,00038763682577889775";"0,03647203876099405";"41,0671"
"45";"1";"3,4464";"1,0133";"2,4331";"207,79773886325862";"0,00007931991548332689";"0,004442819336485493";"4,5396"
"45";"4";"20,9619";"11,7427";"9,2191";"12487,7520078318";"0,0003759859870814842";"0,03442882539910028";"41,9161"
"46";"1";"3,4970";"1,0168";"2,4802";"221,02130308947272";"0,00007576096491648033";"0,004288271140577779";"4,6126"
"46";"4";"21,3953";"12,0141";"9,3811";"13078,780524003336";"0,00036613502063044296";"0,03391970997465443";"42,7899"
"47";"1";"3,5251";"1,0244";"2,5007";"244,94682578708085";"0,00007313441837306716";"0,004103611128686692";"4,6640"
"47";"4";"21,6710";"12,1858";"9,4852";"13764,4321361505";"0,000357291201546742";"0,032799647291855";"43,5062"
"48";"1";"3,5448";"1,0301";"2,5147";"247,82209832399366";"0,00007044013264129493";"0,0038368077131611467";"4,6951"
"48";"4";"22,2194";"12,5010";"9,7184";"14419,959479600575";"0,000349581000269914";"0,030950759668728053";"44,8114"
"49";"1";"3,5656";"1,0287";"2,5369";"250,9216191410698";"0,00006755594592446664";"0,0037072358976899438";"4,7573"
"49";"4";"22,5357";"12,7146";"9,8210";"15135,91696853157";"0,00034022726643760805";"0,030256889379998587";"45,6145"
"50";"1";"3,5529";"1,0305";"2,5224";"255,26846529647875";"0,00006568723503925936";"0,0036232245931460626";"4,7463"
"50";"4";"22,7355";"12,8192";"9,9163";"15759,123969475086";"0,00033135417926184664";"0,02959844240919212";"46,0446"
"51";"1";"3,5677";"1,0377";"2,5300";"269,41661064533986";"0,00006352763900858543";"0,003500373152794006";"4,7817"
"51";"4";"22,9158";"12,9355";"9,9803";"16479,65140447128";"0,0003226925877855154";"0,028426108133575535";"46,3839"
"52";"1";"3,5505";"1,0314";"2,5191";"274,38824440506914";"0,00006152855917788958";"0,0034529862408380504";"4,7547"
"52";"4";"23,2320";"13,1502";"10,0819";"17480,353573671044";"0,0003160853346137004";"0,028061019945263495";"47,0029"
"53";"1";"3,5662";"1,0331";"2,5331";"304,4624675127195";"0,000059084721391994066";"0,0033732917558416987";"4,7951"
"53";"4";"23,4543";"13,3142";"10,1401";"18716,252883218345";"0,00030683187438605816";"0,027487686952457166";"47,3711"
"54";"1";"3,5632";"1,0304";"2,5328";"313,44049623496727";"0,00005733382373642564";"0,0033028478309883725";"4,7808"
"54";"4";"23,5878";"13,4071";"10,1807";"19356,483641531435";"0,00030024744909109733";"0,027045628293577154";"47,6115"
"55";"1";"3,5695";"1,0313";"2,5382";"332,6064934067461";"0,00005570489255964222";"0,003248792141403324";"4,8038"
"55";"4";"23,8216";"13,5535";"10,2681";"20058,65786617419";"0,00029466323346305886";"0,026648433038218376";"48,2266"
"56";"1";"3,5711";"1,0345";"2,5367";"337,29799348151306";"0,00005403343398739797";"0,0031867614235331";"4,8189"
"56";"4";"24,0245";"13,6835";"10,3409";"20899,21294762024";"0,00028811292222077163";"0,026120252274089793";"48,5835"
"57";"1";"3,5834";"1,0362";"2,5472";"355,12680288965083";"0,00005243631449197211";"0,003100090065457775";"4,8353"
"57";"4";"24,3353";"13,8906";"10,4447";"21986,229056285443";"0,00028336733103952703";"0,025537239523647632";"49,1422"
"58";"1";"3,5858";"1,0406";"2,5452";"364,42433584396906";"0,00005108757307728187";"0,0030422789660288505";"4,8469"
"58";"4";"24,6190";"14,0566";"10,5624";"22832,288142847003";"0,0002778698306692425";"0,02535876486445853";"49,7032"
"59";"1";"3,6013";"1,0456";"2,5557";"382,7106225762115";"0,00004994418732337048";"0,002992538655802793";"4,8766"
"59";"4";"24,8339";"14,1980";"10,6358";"23620,884816650167";"0,00027339798598036337";"0,02481812441804155";"50,0857"
"60";"1";"3,6172";"1,0506";"2,5666";"399,9576839214924";"0,00004854289933760897";"0,002918859116483104";"4,9002"
"60";"4";"25,0961";"14,3729";"10,7231";"24612,72119588944";"0,0002692798509154947";"0,02448217247619133";"50,6870"
"61";"1";"3,6321";"1,0540";"2,5781";"418,20373214801424";"0,00004736499098005843";"0,0028489104808119667";"4,9281"
"61";"4";"25,3450";"14,5515";"10,7934";"25576,61806490819";"0,00026586834828069855";"0,024081290199065276";"51,0861"
"62";"1";"3,6651";"1,0674";"2,5976";"435,05946955414186";"0,000046401841269023646";"0,0028568095652926713";"4,9962"
"62";"4";"25,6956";"14,7763";"10,9193";"26586,467049850366";"0,0002614180440217099";"0,024026586095772864";"51,7620"
"63";"1";"3,6792";"1,0701";"2,6091";"447,0817116539734";"0,00004536140294885282";"0,002805683107995383";"5,0215"
"63";"4";"26,0261";"14,9925";"11,0337";"27624,02347640368";"0,0002583210831805689";"0,02384526290088383";"52,4688"
"64";"1";"3,6924";"1,0750";"2,6174";"457,13627415441346";"0,00004435271806614891";"0,0027932948510210956";"5,0322"
"64";"4";"26,1988";"15,1170";"11,0818";"28679,568607479927";"0,0002538117342047328";"0,023606855447776395";"52,7670"
"65";"1";"3,6894";"1,0712";"2,6182";"462,48020785857324";"0,000043184878555753354";"0,002746515483407764";"5,0237"
"65";"4";"26,3592";"15,2331";"11,1261";"29518,937688617916";"0,00025000844704666273";"0,023531990661368574";"53,0249"
"66";"1";"3,7079";"1,0746";"2,6334";"466,20272483008546";"0,00004241351723670949";"0,002713995565560831";"5,0675"
"66";"4";"26,6880";"15,4470";"11,2410";"30332,167283293784";"0,00024828007013486843";"0,023395841664587868";"53,7055"
"67";"1";"3,7182";"1,0783";"2,6399";"489,8105922687876";"0,0000413819603191552";"0,0026916502121729175";"5,0906"
"67";"4";"26,8888";"15,5853";"11,3035";"31508,47431074913";"0,00024438573893142436";"0,023252969706810896";"54,1151"
"68";"1";"3,7208";"1,0774";"2,6434";"514,0147615939363";"0,000040266741918592206";"0,0026512070848181382";"5,0938"
"68";"4";"27,1961";"15,7939";"11,4022";"32884,09029434578";"0,00024068510308855297";"0,02318703998969462";"54,7281"
"69";"1";"3,7283";"1,0758";"2,6524";"524,6921966530477";"0,0000391271258183893";"0,0026303889647058616";"5,1158"
"69";"4";"27,4946";"15,9930";"11,5016";"33910,133522833894";"0,00023688941803920246";"0,02328316296733882";"55,4848"
"70";"1";"3,7414";"1,0801";"2,6614";"542,832824050586";"0,00003792899203827113";"0,0026125112616788553";"5,1414"
"70";"4";"27,9678";"16,2939";"11,6739";"35746,55614787987";"0,00023361724277316372";"0,023511715767407737";"56,5712"
"71";"1";"3,7470";"1,0771";"2,6699";"561,101500125542";"0,00003676976948543381";"0,0025711629314679415";"5,1670"
"71";"4";"28,3700";"16,5757";"11,7943";"37412,005533382304";"0,00023093351263091692";"0,023641461714086466";"57,3536"
"72";"1";"3,7416";"1,0762";"2,6654";"581,2913710532488";"0,00003610996074511359";"0,0025684029232530474";"5,1677"
"72";"4";"28,5502";"16,7040";"11,8461";"38550,48202783814";"0,000229088448660812";"0,023757570297886804";"57,7962"
