"questionId";"finished";"avgIndegree";"avgOutdegree";"avgBetweenness";"avgEigenvector";"avgPagerank"
"27800";"0";"328";"107";"762005,1064287842";"0,3765850412913389";"0,003767219037219436"
"27802";"0";"1066";"338";"4626318,905949056";"0,735571620616159";"0,012465287163377779"
"27804";"1";"1113";"441";"5651885,097137182";"0,7804414291160321";"0,012125663404824606"
"27808";"0";"1539";"285";"5109360,609243639";"1,0059704824210922";"0,017332723662742362"
"27809";"0";"107";"36";"142485,74996253068";"0,13783883034866393";"0,0011815774195208762"
"27810";"0";"48";"59";"150573,3592307129";"0,0857209676991804";"0,0006278772019577699"
"27815";"1";"122";"44";"179954,7154001231";"0,17381125161336275";"0,0013862806344309858"
"27816";"1";"354";"78";"737667,7993494897";"0,36992110011632107";"0,004480359391850889"
"27818";"1";"1061";"330";"4618717,633851743";"0,7296011381950667";"0,01240611130094548"
"27819";"1";"735";"132";"1274685,3300337899";"0,7777820501343043";"0,008547990986150524"
"27821";"1";"107";"36";"142485,74996253068";"0,13783883034866393";"0,0011815774195208762"
"27823";"0";"49";"22";"51276,28917335086";"0,08878880332168729";"0,0006560463574139169"
"27824";"0";"425";"110";"852541,740326054";"0,49044037611129787";"0,005353939940164883"
"27826";"0";"328";"107";"762005,1064287842";"0,3765850412913389";"0,003767219037219436"
"27828";"1";"2073";"379";"6180684,061183926";"1,549920990804602";"0,02370563646520751"
"27829";"0";"200";"39";"218767,08043172755";"0,22885269753211623";"0,002173318563253131"
"27834";"0";"238";"70";"449110,47150280996";"0,33111771368275755";"0,003228201794444095"
"27835";"1";"19";"11";"6154,404944863286";"0,06787252148766292";"0,00041788412541497895"
"27837";"1";"5";"8";"7601,272097313148";"0,0059704824210922835";"0,00005917586243229961"
"27838";"1";"1113";"441";"5651885,097137182";"0,7804414291160321";"0,012125663404824606"
"27846";"1";"32";"19";"46923,45863488706";"0,06996114925729308";"0,000570024608813091"
"27847";"0";"633";"117";"1146753,1104319345";"0,6738220338100022";"0,007433015085830727"
"27850";"1";"194";"70";"403600,2115835845";"0,253723815290845";"0,0022530824345662614"
"27851";"1";"1862";"384";"5863764,44357511";"1,376585041291339";"0,021040766837529496"
"27856";"0";"1061";"330";"4618717,633851743";"0,7296011381950667";"0,01240611130094548"
"27857";"1";"1061";"330";"4618717,633851743";"0,7296011381950667";"0,01240611130094548"
"27864";"1";"9";"11";"12715,227741731373";"0,021654863358630334";"0,0001400928783214541"
"27865";"1";"49";"40";"106568,91496566837";"0,08698237249942066";"0,0006764533818986346"
"27868";"1";"18";"16";"2351,452102682954";"0,037234766299432474";"0,00024781571988795255"
"27871";"1";"2";"1";"97,78977554640065";"0,016121749716233508";"0,00004795458338297891"
"27873";"0";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"27876";"1";"264";"82";"383887,4377957849";"0,3112927731218649";"0,002955040985110786"
"27880";"1";"552";"155";"1680694,3368404945";"0,4732976214730405";"0,006538255965928194"
"27885";"1";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"27888";"0";"1061";"330";"4618717,633851743";"0,7296011381950667";"0,01240611130094548"
"27890";"0";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"27896";"0";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"27898";"1";"354";"78";"737667,7993494897";"0,36992110011632107";"0,004480359391850889"
"27900";"0";"62";"47";"112427,80059997714";"0,1106455606321713";"0,0007058916983525902"
"27901";"0";"599";"136";"1221038,6069661197";"0,6313694281919368";"0,007156394844755049"
"27905";"0";"14";"8";"24277,434110577775";"0,025169282605686266";"0,00018948285643758054"
"27906";"1";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"27907";"0";"1039";"286";"3876331,335858277";"0,7333272472492985";"0,012146854366351557"
"27908";"0";"56";"27";"78688,23065075219";"0,10414659633466211";"0,0006455283615283958"
"27911";"1";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"27913";"0";"207";"65";"440292,76405314397";"0,3003702347770672";"0,002664951701525184"
"27914";"1";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"27915";"1";"1161";"500";"5802458,456367895";"0,8661623968152125";"0,012753540606782377"
"27918";"0";"58";"26";"90599,60699269662";"0,09559245721474992";"0,0007112115651604969"
"27923";"0";"1";"1";"9,261786519905604";"0,00030069458448721753";"0,000026534978359227902"
"27929";"0";"1";"0";"0";"0,0003925631992888529";"0,000025419341696885496"
"27930";"0";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"27933";"0";"600";"214";"1831267,6960712075";"0,5590185891722209";"0,007166133167885964"
"27935";"1";"51";"25";"67237,58795007758";"0,0741871667372797";"0,0006135913938272076"
"27937";"1";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"27938";"1";"51";"25";"67237,58795007758";"0,0741871667372797";"0,0006135913938272076"
"27942";"0";"531";"166";"1107882,1790609811";"0,6710249737631946";"0,006216999959599444"
"27943";"0";"200";"39";"218767,08043172755";"0,22885269753211623";"0,002173318563253131"
"27947";"0";"1712";"374";"5693266,990545325";"1,1788137035732698";"0,019057377566997255"
"27951";"1";"13";"6";"24274,333983867684";"0,024926818780226904";"0,00016236898315349636"
"27956";"1";"122";"69";"255719,96435675398";"0,17803253280449854";"0,001492933987018152"
"27959";"0";"200";"39";"218767,08043172755";"0,22885269753211623";"0,002173318563253131"
"27961";"0";"193";"149";"557905,8352461517";"0,3217816626205987";"0,002463780285997187"
"27966";"1";"37";"5";"5174,581303953306";"0,043368008283693825";"0,0003557487887397186"
"27967";"1";"56";"27";"78688,23065075219";"0,10414659633466211";"0,0006455283615283958"
"27969";"1";"1";"3";"20,897817114660814";"0,0002483444361136828";"0,000026202767177243466"
"27970";"1";"1534";"277";"5101759,337146326";"1";"0,01727354780031006"
"27973";"1";"1534";"277";"5101759,337146326";"1";"0,01727354780031006"
"27977";"1";"421";"77";"841232,9827877381";"0,44558393177579636";"0,004881945868176363"
"27978";"1";"1113";"441";"5651885,097137182";"0,7804414291160321";"0,012125663404824606"
"27979";"0";"128";"41";"254011,21500273762";"0,16567351510129483";"0,0015012882578391957"
"27981";"0";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"27983";"1";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"27984";"0";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"27989";"1";"200";"39";"218767,08043172755";"0,22885269753211623";"0,002173318563253131"
"27992";"1";"13";"6";"24274,333983867684";"0,024926818780226904";"0,00016236898315349636"
"27994";"0";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"27997";"1";"1125";"373";"4783837,991215801";"0,8120412137848153";"0,013187833722803135"
"27998";"1";"1113";"441";"5651885,097137182";"0,7804414291160321";"0,012125663404824606"
"28001";"0";"748";"171";"1470106,6010277318";"0,8412411526724826";"0,008875918300156223"
"28003";"1";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"28006";"1";"6";"4";"8146,277240398539";"0,01754297666560549";"0,0001361934281712495"
"28008";"0";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"28010";"1";"23";"6";"4224,628350967453";"0,02840746986860524";"0,0003485253996271784"
"28014";"1";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"28016";"1";"26";"20";"42187,96364435372";"0,054615056335458434";"0,0004061606441967042"
"28017";"1";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"28020";"1";"561";"113";"1098106,213246416";"0,6035444089376465";"0,006780833067094098"
"28021";"1";"4";"22";"4305,734309748707";"0,0259694959580542";"0,00012395781295074275"
"28024";"0";"1534";"277";"5101759,337146326";"1";"0,01727354780031006"
"28026";"1";"107";"36";"142485,74996253068";"0,13783883034866393";"0,0011815774195208762"
"28027";"0";"35";"15";"64573,53531837619";"0,046658342311797836";"0,0005170195763912467"
"28029";"1";"113";"83";"271689,27232972573";"0,1694224480891693";"0,0014581758037562897"
"28033";"0";"1734";"316";"5320526,417578054";"1,2288526975321163";"0,019446866363563194"
"28035";"1";"51";"25";"67237,58795007758";"0,0741871667372797";"0,0006135913938272076"
"28037";"1";"328";"107";"762005,1064287842";"0,3765850412913389";"0,003767219037219436"
"28039";"0";"200";"39";"218767,08043172755";"0,22885269753211623";"0,002173318563253131"
"28041";"0";"4";"4";"166,64995915575486";"0,0026021213494230753";"0,00007002082971936545"
"28042";"0";"363";"85";"739751,4017300394";"0,3960901754912665";"0,004658574478821952"
"28043";"1";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"28045";"1";"1113";"441";"5651885,097137182";"0,7804414291160321";"0,012125663404824606"
"28048";"0";"128";"41";"254011,21500273762";"0,16567351510129483";"0,0015012882578391957"
"28053";"1";"61";"17";"80930,78970615698";"0,06808378278221221";"0,0008067703628334065"
"28056";"1";"128";"41";"254011,21500273762";"0,16567351510129483";"0,0015012882578391957"
"28057";"0";"16";"7";"15588,627738382453";"0,01404472377596629";"0,00018052932913392714"
"28061";"0";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"28062";"0";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"28065";"1";"3";"8";"98,17450524715937";"0,0006646167291229912";"0,00005986123607669091"
"28068";"1";"535";"93";"1055918,2496020624";"0,5489293526021881";"0,006374672422897394"
"28074";"1";"554";"177";"1567194,9038348421";"0,6605033040037145";"0,006324660071455102"
"28075";"1";"67";"52";"165932,30860676";"0,08336074061162976";"0,0008146593853674831"
"28086";"1";"535";"93";"1055918,2496020624";"0,5489293526021881";"0,006374672422897394"
"28088";"1";"1039";"286";"3876331,335858277";"0,7333272472492985";"0,012146854366351557"
"28089";"1";"357";"111";"520110,3289528802";"0,5168922497887883";"0,0043666309575384026"
"28090";"0";"2";"3";"578,2098530921157";"0,005411427184991409";"0,00007612503515718469"
"28091";"1";"212";"71";"453314,5254297876";"0,22080569328892227";"0,002363339789112908"
"28095";"1";"1261";"369";"4837484,714283471";"0,9584538357271829";"0,01457942986419861"
"28098";"1";"117";"31";"164796,05971929635";"0,13851892804522162";"0,001309876674022573"
"28099";"1";"535";"93";"1055918,2496020624";"0,5489293526021881";"0,006374672422897394"
"28101";"0";"1261";"369";"4837484,714283471";"0,9584538357271829";"0,01457942986419861"
"28103";"0";"1123";"453";"5656409,190365614";"0,8061485018167163";"0,012294807666450552"
"28106";"1";"35";"15";"64573,53531837619";"0,046658342311797836";"0,0005170195763912467"
"28109";"1";"568";"111";"1330640,5935564374";"0,5321075534647702";"0,006282623835565014"
"28112";"1";"568";"111";"1330640,5935564374";"0,5321075534647702";"0,006282623835565014"
"28117";"0";"128";"41";"254011,21500273762";"0,16567351510129483";"0,0015012882578391957"
"28118";"0";"189";"62";"395998,93948627135";"0,2477533328697527";"0,002193906572133962"
"28122";"1";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"28127";"0";"1";"0";"0";"0,012704625251396843";"0,00007453844812597567"
"28129";"1";"1049";"293";"3877050,4308343823";"0,7463924012175922";"0,012267331925339516"
"28131";"1";"535";"93";"1055918,2496020624";"0,5489293526021881";"0,006374672422897394"
"28132";"0";"2";"7";"35,78261817177282";"0,0024000360002398627";"0,00003258198949095715"
"28143";"0";"10";"7";"719,0949761052752";"0,013065153968293709";"0,00012047755898795833"
"28145";"1";"1061";"330";"4618717,633851743";"0,7296011381950667";"0,01240611130094548"
"28146";"0";"1302";"503";"6047884,036623454";"1,0281947619857847";"0,014319569976958569"
"28149";"1";"56";"27";"78688,23065075219";"0,10414659633466211";"0,0006455283615283958"
"28151";"0";"56";"27";"78688,23065075219";"0,10414659633466211";"0,0006455283615283958"
"28154";"0";"325";"93";"915267,3709967465";"0,309138785142033";"0,004534105155976759"
"28155";"0";"1169";"468";"5730573,327787934";"0,8845880254506941";"0,012771191766353001"
"28156";"0";"13";"11";"9824,92350200554";"0,011308118005853263";"0,00012460076735074912"
"28163";"1";"652";"124";"1220714,3093213588";"0,6874482806474097";"0,0076845490969199666"
"28166";"0";"64";"43";"165120,35736405736";"0,08244007558974861";"0,0007817224218576551"
"28168";"0";"328";"107";"762005,1064287842";"0,3765850412913389";"0,003767219037219436"
"28171";"1";"200";"39";"218767,08043172755";"0,22885269753211623";"0,002173318563253131"
"28172";"1";"354";"78";"737667,7993494897";"0,36992110011632107";"0,004480359391850889"
