"id";"betweenness";"closeness";"eccentricity";"harmonic_closeness";"page_rank";"indegree";"outdegree";"degree";"eigenvector";"modularity_class";"clustering_coefficient";"strongly_component";"weakly_component";"interactions";"id_graph_analysis_context";"id_user";"id_community";"profile_1";"profile_2"
"234853";"0";"0,28874287131167864";"7";"0,3015339712527311";"0,00002191810650893231";"1";"5";"6";"0,00021615333013942775";"26";"0,25";"3685";"0";"8";"72";"28087";"9";"1";"4"
"234854";"402969,3860472959";"0,3462968471148126";"6";"0,3728043805024601";"0,001985152875508644";"193";"63";"256";"0,22355350064840476";"26";"0,04911801964044571";"1057";"0";"427";"72";"28090";"9";"4";"4"
"234857";"690,1900345285711";"0,28561790861698866";"7";"0,29930672720021734";"0,0000781022522055703";"8";"9";"17";"0,007366972241047211";"26";"0,2857142984867096";"1057";"0";"20";"72";"28093";"9";"4";"4"
"234860";"50460,41664894794";"0,30037409700722395";"7";"0,3169933638046085";"0,0003251901222789252";"30";"19";"49";"0,04859628813314297";"26";"0,15914633870124817";"1057";"0";"86";"72";"28096";"9";"4";"4"
"234861";"0";"0,25523402389564837";"7";"0,26509299876274656";"0,00004402780460035625";"1";"1";"2";"0,009137151984795696";"26";"1";"1057";"0";"2";"72";"28098";"9";"4";"4"
"234862";"6185,384952929779";"0,2807281933811562";"7";"0,2926091802407009";"0,00007565303574122144";"1";"5";"6";"0,006009010782182723";"26";"0,10000000149011612";"1057";"0";"6";"72";"28100";"9";"4";"4"
"234864";"16177,66204734751";"0,3047974343870672";"7";"0,3217547573033871";"0,000044084694359956915";"2";"15";"17";"0,0035659206497554896";"26";"0,2380952388048172";"1057";"0";"21";"72";"28101";"9";"4";"4"
"234866";"0";"0,27433888921609045";"7";"0,2862739986505549";"0,00002191810650893231";"1";"4";"5";"0,00021615333013942775";"26";"0,3333333432674408";"3687";"0";"8";"72";"28102";"9";"4";"4"
"234868";"0";"0,26446374836768294";"7";"0,274810873254413";"0,00002191810650893231";"0";"3";"3";"0";"26";"0";"3689";"0";"3";"72";"28103";"9";"4";"4"
"234870";"0";"0";"0";"0";"0,000032005883794804596";"1";"0";"1";"0,0019544023690886325";"26";"0";"720";"0";"1";"72";"28106";"9";"1";"4"
"234871";"24,100483008840868";"0,23334001402946186";"8";"0,24042404163727504";"0,000039486857936220494";"4";"2";"6";"0,0018838933477526658";"26";"0,4166666567325592";"1057";"0";"8";"72";"28107";"9";"4";"4"
"234873";"52836,61761069956";"0,3112135792568832";"7";"0,32921664263729106";"0,0003779370628883676";"28";"22";"50";"0,058241547132674425";"26";"0,1418439745903015";"1057";"0";"97";"72";"28108";"9";"4";"4"
"234875";"7595,977251081334";"0,28834127917775987";"7";"0,3017848195752384";"0,00002985594620370425";"1";"7";"8";"0,0016587252330260989";"26";"0,0714285746216774";"1057";"0";"9";"72";"28109";"9";"4";"4"
"234876";"193242,42382514616";"0,35200302343159484";"6";"0,37982606828429394";"0,000854333721691506";"63";"72";"135";"0,10747416359921719";"26";"0,12234724313020706";"1057";"0";"343";"72";"28111";"9";"4";"4"
"234877";"611,3392952869718";"0,2963222193942479";"6";"0,31044306062557714";"0,00005559508798701478";"2";"7";"9";"0,0059197660355565125";"31";"0,1527777761220932";"1057";"0";"10";"72";"28112";"9";"4";"4"
"234880";"556,9944532739432";"0,29946627226544914";"6";"0,3130484575191409";"0,00009500555582130659";"5";"4";"9";"0,008100282149316908";"26";"0,3194444477558136";"1057";"0";"10";"72";"28114";"9";"4";"4"
"234883";"12727,04689171896";"0,309888208677136";"6";"0,3260718631450776";"0,0001881587450121061";"14";"11";"25";"0,016395153725290906";"3";"0,18115942180156708";"1057";"0";"47";"72";"28117";"9";"4";"4"
"234884";"0";"0,2575472741346898";"7";"0,26747786705923593";"0,00002191810650893231";"0";"2";"2";"0";"26";"0,5";"3695";"0";"2";"72";"28118";"9";"4";"4"
"234886";"349,3336581491644";"0,2605314685314685";"7";"0,27086158062108473";"0,00018990252785939843";"11";"3";"14";"0,02966607511287904";"26";"0,35256409645080566";"1057";"0";"21";"72";"28119";"9";"4";"4"
"234887";"13700,271985578765";"0,33680480219859693";"6";"0,3574905160689885";"0,0000857347305095078";"5";"15";"20";"0,0048301507907502145";"26";"0,30416667461395264";"1057";"0";"23";"72";"28120";"9";"4";"4"
"234888";"7,439161071127017";"0,24942424080124256";"7";"0,2582027056044709";"0,000031140053327149943";"2";"1";"3";"0,0010146527850542271";"26";"0";"1057";"0";"3";"72";"28121";"9";"4";"4"
"234891";"0";"0";"0";"0";"0,000055663957999181";"3";"0";"3";"0,0016120368117466075";"26";"0";"721";"0";"3";"72";"28124";"9";"4";"4"
"234893";"10698,424927511378";"0,2914267834793492";"7";"0,30624814667116046";"0,00009308241248994053";"2";"10";"12";"0,007390998241789466";"26";"0,13636364042758942";"1057";"0";"15";"72";"28125";"9";"4";"4"
"234894";"145787,73178512813";"0,3610637308109784";"6";"0,389528308639315";"0,0008724360949130287";"78";"78";"156";"0,08608480992797146";"26";"0,09707653522491455";"1057";"0";"298";"72";"28126";"9";"4";"4"
"234896";"7747,644488839268";"0,29102612173478315";"7";"0,3048488194934356";"0,00006552371568908119";"3";"5";"8";"0,011569918479141286";"26";"0,30000001192092896";"1057";"0";"8";"72";"28127";"9";"4";"4"
"234897";"20150,727252396748";"0,2780796560578014";"7";"0,2911387874883672";"0,00010695018143493696";"6";"8";"14";"0,009819268800197204";"26";"0,20454545319080353";"1057";"0";"14";"72";"28128";"9";"4";"4"
"234899";"246,66538996323152";"0,291117084453335";"7";"0,30595826047833286";"0,00008679851247466294";"4";"6";"10";"0,008616675437046955";"26";"0,4444444477558136";"1057";"0";"14";"72";"28129";"9";"4";"4"
"234901";"16715,788977133045";"0,30259909031838855";"7";"0,3184928985551628";"0,00022053541903514727";"19";"11";"30";"0,02222218567427221";"26";"0,29538461565971375";"1057";"0";"51";"72";"28131";"9";"4";"4"
"234903";"12922,333724232016";"0,31485362720573323";"6";"0,33228473266050246";"0,00011158097554225584";"4";"11";"15";"0,015536841651520996";"26";"0,31060606241226196";"1057";"0";"18";"72";"28132";"9";"4";"4"
"234904";"596,0090326805722";"0,2926905914147445";"7";"0,3066847653813459";"0,000161920756424613";"9";"5";"14";"0,027042828348911342";"26";"0,5256410241127014";"1057";"0";"28";"72";"28133";"9";"4";"4"
"234906";"0";"0,27706400190340236";"7";"0,28922948741540344";"0,00002191810650893231";"0";"4";"4";"0";"26";"0,1666666716337204";"3700";"0";"4";"72";"28137";"9";"1";"1"
"234908";"240537,89187057235";"0,34127216766818114";"6";"0,36581132345571904";"0,0014388961123688892";"140";"48";"188";"0,17901025270979679";"26";"0,05387957766652107";"1057";"0";"379";"72";"28139";"9";"4";"4"
"234910";"0";"0,263119245325651";"7";"0,27466928377190486";"0,00002191810650893231";"0";"3";"3";"0";"26";"0,3333333432674408";"3701";"0";"4";"72";"28140";"9";"4";"4"
"234912";"1771,0603209274127";"0,28270503247738726";"7";"0,29563841426628384";"0,00013419185768900972";"15";"10";"25";"0,014717206259836158";"26";"0,10822510719299316";"1057";"0";"32";"72";"28141";"9";"4";"4"
"234914";"0";"0";"0";"0";"0,000033563018545370586";"1";"0";"1";"0,0010840667002379493";"26";"0";"480";"0";"2";"72";"28142";"9";"1";"1"
"234915";"0";"0,27718943360304615";"7";"0,2894464375146918";"0,00002191810650893231";"0";"7";"7";"0";"26";"0,0714285746216774";"3703";"0";"9";"72";"28143";"9";"4";"4"
"234916";"814,4865892784966";"0,3296571226581831";"6";"0,35159410965757737";"0,000025023261795320835";"1";"37";"38";"0,00020829388178672802";"26";"0,10526315867900848";"3708";"0";"40";"72";"28144";"9";"4";"4"
"234917";"0";"0";"0";"0";"0,00006209683855844151";"2";"0";"2";"0,008342271895401555";"26";"0,5";"354";"0";"2";"72";"28145";"9";"1";"1"
"234919";"102945,02707862803";"0,3248692012556679";"6";"0,3459487509841717";"0,0005205032874806242";"45";"38";"83";"0,05018258996415192";"26";"0,11035087704658508";"1057";"0";"177";"72";"28148";"9";"4";"4"
"234920";"43490,3920539377";"0,30469772310913373";"7";"0,3209065717762224";"0,0004959661248828378";"37";"16";"53";"0,06387821893134026";"26";"0,12632979452610016";"1057";"0";"85";"72";"28149";"9";"4";"4"
"234921";"52908,83989134792";"0,3245748536381377";"7";"0,3436352853359413";"0,0003950580515014053";"34";"20";"54";"0,04942646882071849";"26";"0,18501387536525726";"1057";"0";"77";"72";"28150";"9";"4";"4"
"234923";"648923,789682812";"0,3431834929992631";"7";"0,37171129993761676";"0,002727557736471571";"258";"87";"345";"0,22187780061536225";"26";"0,03396546468138695";"1057";"0";"607";"72";"28151";"9";"4";"4"
"234925";"50867,32952714808";"0,3038428916291512";"7";"0,3195271838604382";"0,0006870170394413146";"41";"15";"56";"0,08778199124631873";"26";"0,17687074840068817";"1057";"0";"100";"72";"28154";"9";"4";"4"
"234926";"237,02360743588022";"0,3064218976181076";"7";"0,3220620264425219";"0,000049470184865660444";"3";"4";"7";"0,004476859195674232";"26";"0,5";"1057";"0";"12";"72";"28155";"9";"4";"4"
"234929";"0";"0,29557713052858686";"7";"0,30945020343903407";"0,00002191810650893231";"0";"2";"2";"0";"5";"1";"3709";"0";"3";"72";"28158";"9";"4";"4"
"234931";"0";"0";"0";"0";"0,000039076388686829064";"2";"0";"2";"0,00045199812343983925";"26";"0";"293";"0";"2";"72";"28159";"9";"4";"4"
"234933";"363,7472607212523";"0,2696427537490591";"7";"0,2811630213605737";"0,00008454112073494783";"5";"5";"10";"0,005932609998886646";"26";"0,3392857015132904";"1057";"0";"18";"72";"28160";"9";"4";"4"
"234934";"176121,67858959758";"0,33474698102357675";"7";"0,3600406965448744";"0,0006255664811045163";"56";"67";"123";"0,08872178067581785";"26";"0,14406371116638184";"1057";"0";"229";"72";"28162";"9";"4";"4"
"234935";"4744,342167005167";"0,25800554016620497";"7";"0,26840342750800444";"0,00005859209199471966";"4";"3";"7";"0,0031631834436613372";"26";"0,23333333432674408";"1057";"0";"8";"72";"28163";"9";"4";"4"
"234936";"28008,709383721314";"0,3203769950467804";"7";"0,3403248565906838";"0,00012158882999182267";"11";"31";"42";"0,009913775329533556";"26";"0,18758434057235718";"1057";"0";"60";"72";"28165";"9";"4";"4"
"234938";"0";"0";"0";"0";"0,00002833743707186779";"1";"0";"1";"0,0014241250047744665";"26";"0";"273";"0";"1";"72";"28166";"9";"1";"4"
"234939";"592078,9115196005";"0,3815336719646076";"6";"0,414304631021393";"0,001985349680792139";"107";"120";"227";"0,243947918207408";"26";"0,10290133208036423";"1057";"0";"1134";"72";"28167";"9";"4";"4"
"234940";"51267,34780434805";"0,29311430010070494";"7";"0,30743887849320156";"0,0005972811149588727";"44";"18";"62";"0,08487758059511881";"3";"0,08441558480262756";"1057";"0";"93";"72";"28168";"9";"4";"4"
"234941";"0";"0,302414643645333";"6";"0,31718895328038377";"0,00002191810650893231";"0";"4";"4";"0";"3";"0,25";"3711";"0";"5";"72";"28170";"9";"1";"4"
"234943";"16083,21540450853";"0,31311773011497346";"6";"0,3307601460167411";"0,00005906972392326775";"3";"12";"15";"0,010886376480638612";"26";"0,25824177265167236";"1057";"0";"27";"72";"28171";"9";"4";"4"
"234944";"9,771040750048499";"0,272211830722469";"7";"0,2830378232461117";"0,00005863257401156094";"2";"2";"4";"0,010279324335366822";"26";"0,6666666865348816";"1057";"0";"4";"72";"28172";"9";"1";"1"
"234945";"79,4179628215";"0,2686627437406254";"7";"0,27952340051330893";"0,0000659001072360615";"3";"2";"5";"0,010793928891937352";"1";"0,5";"1057";"0";"5";"72";"28173";"9";"4";"4"
"234947";"7703,490641960085";"0,29630336578227395";"7";"0,31127437446955797";"0,00004127795630931496";"3";"11";"14";"0,0014433283375418077";"26";"0,17307692766189575";"1057";"0";"16";"72";"28176";"9";"1";"4"
"234949";"623,0957423956467";"0,2841886861536584";"7";"0,29897082732598773";"0,00009856221952133504";"7";"10";"17";"0,009040046386223872";"26";"0,4000000059604645";"1057";"0";"29";"72";"28177";"9";"4";"4"
"234951";"413,00635581527746";"0,29051777916406735";"7";"0,3050528134809812";"0,00007069764689935337";"4";"6";"10";"0,0011379354985303184";"26";"0,25";"1057";"0";"22";"72";"28180";"9";"4";"4"
"234953";"0";"0,285172033794539";"7";"0,2979850334294264";"0,00002191810650893231";"0";"1";"1";"0";"26";"0";"3716";"0";"1";"72";"28182";"9";"1";"4"
"234954";"23202,403436062134";"0,3351082967546953";"6";"0,3587502684131323";"0,00005726012790162549";"4";"43";"47";"0,002279100544114187";"26";"0,17019027471542358";"1057";"0";"110";"72";"28184";"9";"4";"4"
"234955";"3919,1397332244546";"0,2869200911835377";"7";"0,2991599946828606";"0,00005934880752002959";"3";"4";"7";"0,010036491157746458";"26";"0,3095238208770752";"1057";"0";"7";"72";"28185";"9";"4";"4"
"234959";"0";"0";"0";"0";"0,000031543326528572796";"2";"0";"2";"0,000424447211926156";"26";"0";"3718";"0";"2";"72";"28187";"9";"1";"4"
"234960";"971718,2463781573";"0,37181636726546907";"6";"0,40297759644977915";"0,0038860181281556985";"351";"98";"449";"0,3551616706711132";"26";"0,02953176572918892";"1057";"0";"673";"72";"28188";"9";"4";"4"
"234962";"0";"0";"0";"0";"0,00003192480366266681";"1";"0";"1";"0,0002761012347406434";"26";"0";"1054";"0";"1";"72";"28190";"9";"1";"1"
"234963";"204943,81225129354";"0,3403493385953373";"6";"0,36441199627799525";"0,000904216405322279";"85";"48";"133";"0,08946904125629317";"26";"0,08749818801879883";"1057";"0";"208";"72";"28191";"9";"4";"4"
"234964";"213,8153491160375";"0,2998712169993561";"7";"0,3160720676503304";"0,00003275277818809154";"4";"10";"14";"0,001554651451294798";"26";"0,28205129504203796";"1057";"0";"15";"72";"28193";"9";"4";"4"
"234966";"590445,5425444079";"0,34265322639982343";"6";"0,3686529239138129";"0,003729172266946446";"312";"59";"371";"0,3190119653226923";"26";"0,039998069405555725";"1057";"0";"874";"72";"28194";"9";"4";"4"
"234968";"724,7186799762742";"0,30154105154105154";"7";"0,3168282258146912";"0,00010151503404626987";"7";"8";"15";"0,015545579485845305";"26";"0,35256409645080566";"1057";"0";"23";"72";"28196";"9";"4";"4"
"234969";"19,8514883295441";"0,2555000822954957";"7";"0,26552245978915834";"0,00006515050961134065";"5";"3";"8";"0,004524288601560612";"26";"0,5333333611488342";"1057";"0";"11";"72";"28199";"9";"4";"4"
"234970";"338,4837616260934";"0,3060848994611644";"7";"0,3218712302439156";"0,00002457966818297962";"1";"2";"3";"0,00020829388178672802";"26";"0,3333333432674408";"3702";"0";"3";"72";"28200";"9";"4";"4"
"234971";"0,8333333333333333";"0,22245570466593437";"8";"0,22813004763950134";"0,000025023261795320835";"1";"1";"2";"0,00020829388178672802";"26";"0";"3720";"0";"2";"72";"28202";"9";"1";"1"
"234973";"15559,4161398126";"0,3119640943193998";"6";"0,3291568248514694";"0,00003450430010163301";"3";"15";"18";"0,002474151332031466";"26";"0,2610294222831726";"1057";"0";"30";"72";"28205";"9";"4";"4"
"234974";"32,63221886913081";"0,2675667911519678";"7";"0,27825649048539436";"0,00007565303574122144";"2";"3";"5";"0,006312575868716027";"26";"0,5833333134651184";"1057";"0";"8";"72";"28207";"9";"4";"4"
"234975";"9399,022497185992";"0,3187542778918549";"6";"0,33736310929782193";"0,00028009284663054834";"20";"18";"38";"0,03570327946563946";"26";"0,20665322244167328";"1057";"0";"85";"72";"28208";"9";"4";"4"
"234977";"113,44288718339068";"0,2755784365938813";"7";"0,28866938658649965";"0,000051648149303722276";"4";"7";"11";"0,0026303915141109133";"26";"0,2916666567325592";"1057";"0";"14";"72";"28211";"9";"4";"4"
"234979";"0";"0,25746186159628565";"7";"0,2678622543908112";"0,00002191810650893231";"0";"4";"4";"0";"26";"0,1666666716337204";"3724";"0";"6";"72";"28213";"9";"4";"4"
"234980";"66829,43889149789";"0,3378064703322211";"6";"0,360042230334253";"0,000492039096711988";"49";"24";"73";"0,070076711120107";"26";"0,13206693530082703";"1057";"0";"123";"72";"28215";"9";"4";"4"
"234981";"223,216236095101";"0,2875223806877817";"7";"0,30032260703293207";"0,00009217790592317836";"5";"4";"9";"0,016676590535944592";"26";"0,3571428656578064";"1057";"0";"12";"72";"28216";"9";"4";"4"
"234983";"5,2677002849820465";"0,2577913091613617";"7";"0,2681135413151765";"0,000036522875920137";"1";"3";"4";"0,0011421723505711206";"26";"0,5";"1057";"0";"5";"72";"28217";"9";"4";"4"
"234984";"0";"0,24524824935502554";"7";"0,2536112985340177";"0,00002191810650893231";"0";"1";"1";"0";"26";"0";"3725";"0";"1";"72";"28218";"9";"1";"1"
"234987";"0";"0,2572627858168563";"7";"0,2672330245967034";"0,00002191810650893231";"0";"1";"1";"0";"26";"0";"3728";"0";"1";"72";"28221";"9";"1";"1"
"234988";"1552,1179096220374";"0,30420014370631654";"7";"0,31941061586755554";"0,00012927985695778907";"6";"3";"9";"0,005832340101110325";"26";"0,1805555522441864";"1057";"0";"10";"72";"28223";"9";"4";"4"
"234990";"68497,15472484256";"0,3585341442759258";"6";"0,38506907164840504";"0,0002868770292165764";"16";"55";"71";"0,04077217314879732";"26";"0,18740399181842804";"1057";"0";"148";"72";"28224";"9";"4";"4"
"234991";"17072,986090621383";"0,28966847048578714";"7";"0,30374244608729983";"0,00014145398319227327";"8";"10";"18";"0,018477307683294517";"26";"0,20000000298023224";"1057";"0";"22";"72";"28226";"9";"4";"4"
"234993";"7646,395903217207";"0,2805421686746988";"7";"0,29313015736678827";"0,00004538169743534528";"3";"10";"13";"0,00226421704388499";"21";"0,2181818187236786";"1057";"0";"16";"72";"28227";"9";"4";"4"
"234994";"0";"0";"0";"0";"0,000024729457236832933";"1";"0";"1";"0,00049567062647921";"26";"0";"247";"0";"1";"72";"28229";"9";"4";"4"
"234995";"56386,19795766798";"0,36221513572373026";"6";"0,3886443346932808";"0,00026036828881577465";"13";"49";"62";"0,03348616853216932";"26";"0,17059890925884247";"1057";"0";"88";"72";"28230";"9";"4";"4"
"234997";"7767,376347994234";"0,295026924295217";"7";"0,3092426148041295";"0,00027187044442537786";"19";"11";"30";"0,023834437492294313";"26";"0,156695157289505";"1057";"0";"47";"72";"28232";"9";"4";"4"
"234998";"0";"0,2555409260478385";"8";"0,26611538776094734";"0,00002191810650893231";"0";"1";"1";"0";"26";"0";"3730";"0";"1";"72";"28235";"9";"4";"4"
"234999";"37897,07483373164";"0,34805680119581467";"6";"0,37310500322094836";"0,0001590014201833433";"13";"43";"56";"0,015824100270281923";"26";"0,1904262751340866";"1057";"0";"92";"72";"28236";"9";"4";"4"
"235002";"4658,000000000002";"0,27234465423510845";"7";"0,28382240210958865";"0,000033234724811783354";"2";"6";"8";"0,00044861172467323604";"3";"0,2666666805744171";"1593";"0";"9";"72";"28238";"9";"4";"4"
"235003";"0";"0,28532059525996695";"7";"0,2983861241427204";"0,00002191810650893231";"1";"4";"5";"0,00021615333013942775";"26";"0,3333333432674408";"3732";"0";"5";"72";"28239";"9";"4";"4"
"235006";"0";"0,2749778956675508";"7";"0,28800643086816624";"0,00002191810650893231";"0";"6";"6";"0";"26";"0,13333334028720856";"3735";"0";"6";"72";"28242";"9";"4";"4"
"235008";"201413,14040866034";"0,33824811156304474";"6";"0,3614522940376396";"0,001550029950801827";"145";"38";"183";"0,20237584907304984";"26";"0,0723152682185173";"1057";"0";"356";"72";"28244";"9";"4";"4"
"235009";"33,31298799766316";"0,24499026981538946";"7";"0,2528409904107684";"0,000035891305297680676";"2";"2";"4";"0,000424447211926156";"26";"0";"2649";"0";"4";"72";"28245";"9";"4";"4"
"235014";"0";"0";"0";"0";"0,000025543782694707084";"1";"0";"1";"0,00023425059565615862";"26";"0";"250";"0";"1";"72";"28249";"9";"1";"1"
"235015";"30368,498292013544";"0,32432620656034544";"6";"0,3432073580989096";"0,000277674396190972";"15";"15";"30";"0,058922228723640536";"26";"0,273333340883255";"1057";"0";"44";"72";"28250";"9";"4";"4"
"235016";"115,66069480898712";"0,2769550996134404";"7";"0,28941736454083317";"0,000032005883794804596";"2";"7";"9";"0,0022003970891923607";"26";"0,3333333432674408";"1057";"0";"13";"72";"28251";"9";"4";"4"
"235017";"32348,425799752313";"0,3151519252893009";"7";"0,3346702864095938";"0,00024437858503279875";"26";"30";"56";"0,02762194556366717";"26";"0,19755102694034576";"1057";"0";"112";"72";"28255";"9";"4";"4"
"235020";"631,6876706779464";"0,29787642318024815";"7";"0,3120075257932192";"0,00009847045168442055";"4";"6";"10";"0,006404554141221418";"26";"0,3333333432674408";"1057";"0";"14";"72";"28258";"9";"4";"4"
"235023";"10802,80847118406";"0,3066438401264239";"7";"0,32424358620406774";"0,0002684289643947133";"27";"18";"45";"0,03554514883168875";"26";"0,2139001339673996";"1057";"0";"75";"72";"28262";"9";"4";"4"
"235024";"22786,459126684804";"0,3177104652749352";"6";"0,3364147161978298";"0,00017234622226941246";"10";"21";"31";"0,018004495550122183";"26";"0,190769225358963";"1057";"0";"51";"72";"28263";"9";"4";"4"
"235027";"593,293908274076";"0,3199367958230283";"6";"0,3381218237778162";"0,00008013368120777195";"2";"6";"8";"0,012950376088462794";"21";"0,6904761791229248";"1057";"0";"9";"72";"28265";"9";"1";"4"
"235030";"28279,7938154036";"0,3081045319219319";"7";"0,32451762323996886";"0,00035186371630908106";"31";"13";"44";"0,06969507174406422";"26";"0,1557692289352417";"1057";"0";"58";"72";"28269";"9";"4";"4"
"235032";"5,78453533849619";"0,25763443239654793";"7";"0,2678037158604081";"0,000033563018545370586";"2";"3";"5";"0,0013198387176494844";"26";"0,5833333134651184";"1057";"0";"13";"72";"28271";"9";"1";"1"
"235034";"0";"0";"0";"0";"0,000048270986490736426";"1";"0";"1";"0,0012513149448592123";"26";"0";"536";"0";"1";"72";"28275";"9";"1";"1"
"235035";"8,073798108593067";"0,2555281207133059";"8";"0,26610095401699796";"0,000036522875920137";"1";"1";"2";"0,0011421723505711206";"26";"0,5";"1057";"0";"2";"72";"28276";"9";"1";"1"
"235036";"184,64420398990245";"0,2575916809558051";"7";"0,2667361984518993";"0,00005499362783173535";"3";"2";"5";"0,002639100257563468";"21";"0,4166666567325592";"1057";"0";"13";"72";"28277";"9";"4";"4"
"235037";"65035,70707419886";"0,33228683553335714";"6";"0,3546775463459924";"0,00019531406726334882";"9";"37";"46";"0,019098691865554115";"26";"0,16429588198661804";"1057";"0";"67";"72";"28278";"9";"4";"4"
"235038";"11605,683977390296";"0,3051769331585845";"6";"0,32027413928851767";"0,0002350368343196216";"19";"17";"36";"0,026894905327288787";"26";"0,2651209533214569";"1057";"0";"77";"72";"28279";"9";"4";"4"
"235039";"24198,229566502807";"0,31292836984276307";"7";"0,3311594425186787";"0,00006036458746464641";"3";"24";"27";"0,007345313941501517";"26";"0,16615384817123413";"1057";"0";"39";"72";"28280";"9";"4";"4"
"235041";"1776,0780951299118";"0,30997071352502664";"6";"0,3260897573545126";"0,00009208201418787493";"3";"5";"8";"0,019231726365045537";"26";"0,2380952388048172";"1057";"0";"12";"72";"28282";"9";"4";"4"
"235043";"0";"0";"0";"0";"0,00002577603311821587";"1";"0";"1";"0,00025204643336944717";"21";"0";"267";"0";"1";"72";"28284";"9";"1";"1"
"235044";"15144,028521384356";"0,27157686027525074";"7";"0,28453275662852584";"0,00003099506726721886";"1";"6";"7";"0,000706027056640813";"26";"0,1428571492433548";"1057";"0";"7";"72";"28285";"9";"1";"1"
"235046";"26656,57431697736";"0,3013264315755419";"7";"0,3168087978158765";"0,0002640319500453316";"18";"14";"32";"0,030611945594240398";"26";"0,2807881832122803";"1057";"0";"68";"72";"28292";"9";"4";"4"
"235048";"0";"0,290707108531486";"7";"0,3038632971436706";"0,00002191810650893231";"0";"2";"2";"0";"26";"1";"3749";"0";"2";"72";"28294";"9";"1";"4"
"235049";"12797,55470262379";"0,28166202975686466";"7";"0,29351462723805244";"0,0005449595760503192";"41";"4";"45";"0,04697251982208332";"26";"0,10575858503580093";"1057";"0";"75";"72";"28295";"9";"4";"4"
"235050";"66300,72062430216";"0,3040809663728371";"7";"0,32149196805627245";"0,00022421493770355156";"17";"21";"38";"0,030955836679113016";"26";"0,21764706075191498";"1057";"0";"62";"72";"28296";"9";"4";"4"
"235051";"408,384306505068";"0,29799078576913235";"7";"0,3131246357250163";"0,00007205396669969845";"4";"9";"13";"0,010823315138060067";"26";"0,3611111044883728";"1057";"0";"14";"72";"28297";"9";"4";"4"
"235052";"7663,978390831487";"0,28877038506851865";"7";"0,3017045512643501";"0,00003646850397057926";"2";"9";"11";"0,0012448231363074065";"26";"0,1666666716337204";"1057";"0";"15";"72";"28298";"9";"4";"4"
"235053";"16384,238478880976";"0,31466216216216214";"7";"0,33357873963413176";"0,00015035839512243535";"15";"27";"42";"0,016578380555650994";"26";"0,18286100029945374";"1057";"0";"58";"72";"28299";"9";"4";"4"
"235055";"0";"0,29716108452950557";"6";"0,3129955631887752";"0,00002191810650893231";"0";"6";"6";"0";"5";"0,46666666865348816";"3751";"0";"8";"72";"28301";"9";"4";"4"
"235056";"13,139870525955908";"0,21155680734111662";"8";"0,21713549495383944";"0,00006011481469471589";"3";"1";"4";"0,0007582786963611447";"26";"0";"1057";"0";"4";"72";"28303";"9";"1";"4"
"235057";"289356,6448125563";"0,3542252985471971";"6";"0,3793643976808981";"0,0018103290223564668";"133";"43";"176";"0,21577718110975458";"21";"0,06898292154073715";"1057";"0";"253";"72";"28304";"9";"4";"4"
"235059";"2156,5325315178075";"0,31991481761351925";"7";"0,3371647392046703";"0,00007024215480672957";"5";"9";"14";"0,010191998604966016";"26";"0,34090909361839294";"1057";"0";"17";"72";"28306";"9";"1";"1"
"235061";"0";"0,29132528613421727";"7";"0,3036792819317461";"0,00002191810650893231";"1";"5";"6";"0,00021615333013942775";"26";"0,550000011920929";"3752";"0";"6";"72";"28307";"9";"4";"4"
"235062";"0";"0";"0";"0";"0,00007501003951125815";"2";"0";"2";"0,0005341315993807028";"26";"0";"154";"0";"2";"72";"28308";"9";"4";"4"
"235064";"2,470855246728514";"0,25554214223002636";"8";"0,26611884822643184";"0,00002525257641964314";"2";"2";"4";"0,0006204873724802522";"26";"0,3333333432674408";"1057";"0";"5";"72";"28310";"9";"4";"4"
"235065";"166884,8224909962";"0,36402720237629954";"6";"0,39235201488797233";"0,0004908011584387746";"40";"65";"105";"0,07551050271724122";"26";"0,13670532405376434";"1057";"0";"173";"72";"28311";"9";"4";"4"
"235066";"89294,40798963899";"0,3359059434506636";"6";"0,357118316512766";"0,0006044883093084575";"43";"25";"68";"0,09339225492558094";"26";"0,12622950971126556";"1057";"0";"96";"72";"28312";"9";"4";"4"
"235067";"16542,980776247434";"0,31269724031424156";"7";"0,33011084184585643";"0,0000844311378998099";"3";"7";"10";"0,014031802282250695";"31";"0,3035714328289032";"1057";"0";"18";"72";"28316";"9";"4";"4"
"235068";"20968,96097784508";"0,30250081195193246";"7";"0,31919384030184283";"0,00007910662320944206";"4";"11";"15";"0,01016976190793537";"3";"0,3181818127632141";"1057";"0";"24";"72";"28318";"9";"4";"4"
"235070";"183,06576180876678";"0,314917500676224";"7";"0,3315781670194292";"0,000059661732310982535";"3";"8";"11";"0,012981455509852045";"26";"0,5535714030265808";"1057";"0";"12";"72";"28319";"9";"4";"4"
"235072";"0";"0";"0";"0";"0,00003646014810367297";"1";"0";"1";"0,0004928889533654004";"3";"0";"233";"0";"2";"72";"28322";"9";"1";"1"
"235074";"12921,191972798179";"0,30433930205201937";"7";"0,32090145914495577";"0,00006535426517725835";"3";"14";"17";"0,00495805418619439";"26";"0,3333333432674408";"1057";"0";"22";"72";"28323";"9";"4";"4"
