"totalPost";"userId";"profile_1";"profile_2"
"1";"56632";"4";"4"
"2";"56647";"1";"1"
"1";"56709";"1";"1"
"2";"56722";"1";"4"
"1";"56728";"4";"4"
"1";"56735";"1";"1"
"28";"56777";"4";"4"
"1";"56783";"4";"4"
"1";"56788";"1";"1"
"5";"56802";"4";"4"
"1";"56803";"4";"4"
"2";"56815";"4";"4"
"1";"56831";"1";"1"
"1";"56839";"1";"1"
"1";"56843";"4";"4"
"1";"56852";"1";"1"
"1";"56867";"4";"4"
"1";"56868";"4";"4"
"1";"56898";"4";"4"
"3";"56903";"4";"4"
"1";"56915";"4";"4"
"2";"56917";"4";"4"
"1";"56984";"1";"1"
"1";"57000";"4";"4"
"1";"57034";"1";"1"
"1";"57041";"1";"1"
"1";"57048";"4";"4"
"3";"57052";"4";"4"
"2";"57065";"1";"1"
"1";"57100";"1";"1"
"1";"57101";"1";"1"
"1";"57167";"4";"4"
"1";"57170";"4";"4"
"1";"57171";"1";"1"
"1";"57187";"1";"1"
"1";"57213";"1";"4"
"1";"57214";"1";"1"
"1";"57224";"1";"1"
"1";"57252";"1";"1"
"1";"57254";"1";"1"
"1";"57274";"1";"1"
"2";"57287";"4";"4"
"1";"57297";"4";"4"
"2";"57299";"4";"4"
"1";"57308";"1";"1"
"1";"57320";"4";"4"
"1";"57321";"1";"4"
"1";"57357";"4";"4"
"4";"57362";"4";"4"
"1";"57364";"1";"1"
"1";"57371";"4";"4"
"1";"57384";"4";"4"
"1";"57410";"1";"1"
"1";"57431";"1";"1"
"33";"57446";"4";"4"
"1";"57449";"1";"1"
"1";"57467";"4";"4"
"1";"57507";"1";"1"
"1";"57529";"1";"1"
"6";"57535";"4";"4"
"1";"57548";"4";"4"
"1";"57551";"1";"1"
"1";"57609";"1";"1"
"1";"57630";"1";"1"
"1";"57642";"1";"1"
"10";"57646";"4";"4"
"4";"57659";"4";"4"
"1";"57727";"1";"1"
"1";"57730";"1";"1"
"1";"57757";"4";"4"
"1";"57776";"4";"4"
"1";"57803";"1";"1"
"1";"57812";"1";"1"
"1";"57853";"4";"4"
"1";"57862";"4";"4"
"1";"57898";"1";"1"
"1";"57904";"1";"1"
"1";"57940";"4";"4"
"1";"57987";"4";"4"
"1";"57998";"1";"1"
"1";"58015";"1";"1"
"1";"58022";"4";"4"
"1";"58025";"1";"1"
"1";"58036";"1";"1"
"1";"58054";"4";"4"
"1";"58058";"1";"4"
"1";"58085";"1";"1"
"1";"58088";"1";"1"
"1";"58100";"1";"1"
"7";"58110";"4";"4"
"1";"58132";"1";"1"
"1";"58167";"1";"1"
"1";"58201";"1";"1"
"1";"58204";"4";"4"
"1";"58205";"4";"4"
"1";"58225";"1";"1"
"1";"58234";"4";"4"
"2";"58305";"1";"1"
"1";"58322";"4";"4"
"1";"58358";"1";"1"
"1";"58373";"4";"4"
"1";"58381";"4";"4"
"1";"58396";"1";"1"
"1";"58410";"1";"1"
"1";"58459";"1";"1"
"1";"58462";"1";"1"
"2";"58500";"4";"4"
"17";"58549";"4";"4"
"1";"58562";"1";"1"
"12";"58580";"4";"4"
"1";"58596";"4";"4"
"1";"58605";"4";"4"
"1";"58615";"1";"1"
"1";"58618";"4";"4"
"1";"58657";"1";"1"
"1";"58685";"1";"1"
"7";"58695";"4";"4"
"1";"58713";"4";"4"
"1";"58729";"4";"4"
"1";"58777";"1";"1"
"1";"58793";"4";"4"
"1";"58796";"1";"1"
"1";"58809";"1";"1"
"1";"58827";"1";"1"
"1";"58852";"4";"4"
"1";"58886";"1";"1"
"1";"58892";"1";"1"
"1";"58896";"1";"1"
"12";"58903";"4";"4"
"1";"58910";"1";"1"
"1";"58917";"4";"4"
"1";"58924";"1";"1"
"1";"58925";"4";"4"
"1";"58932";"4";"4"
"1";"58935";"1";"1"
"1";"58965";"1";"1"
"1";"59026";"1";"1"
"10";"59034";"4";"4"
"1";"59059";"1";"1"
"2";"59082";"1";"1"
"1";"59083";"1";"1"
"1";"59096";"1";"1"
"1";"59175";"4";"4"
"1";"59181";"1";"1"
"5";"59197";"4";"4"
"1";"59203";"1";"1"
"6";"59291";"4";"4"
"2";"59303";"1";"1"
"1";"59345";"4";"4"
"3";"59377";"4";"4"
"1";"59407";"4";"4"
"1";"59442";"1";"1"
"18";"59471";"4";"4"
