"questionId";"questionCommId";"userId";"id_community";"answer_count";"comment_count";"discussionSize";"communityName";"profile";"period"
"11093";"2128";"28128";"9";"2";"1";"3";"biology";"4";"1"
"9120";"1";"28111";"9";"1";"0";"1";"biology";"4";"6"
"9211";"101";"28217";"9";"2";"2";"4";"biology";"4";"6"
"9301";"193";"28139";"9";"2";"3";"5";"biology";"4";"6"
"9124";"5";"28126";"9";"3";"3";"6";"biology";"4";"6"
"9221";"111";"28102";"9";"1";"8";"9";"biology";"4";"6"
"9309";"201";"28250";"9";"1";"0";"1";"biology";"4";"6"
"9127";"9";"28108";"9";"6";"0";"6";"biology";"4";"6"
"9230";"120";"28221";"9";"1";"0";"1";"biology";"3";"6"
"9335";"228";"28251";"9";"4";"6";"10";"biology";"4";"6"
"9131";"13";"28107";"9";"1";"0";"1";"biology";"4";"6"
"9235";"126";"28167";"9";"2";"0";"2";"biology";"4";"6"
"9347";"240";"28111";"9";"1";"0";"1";"biology";"4";"6"
"9142";"27";"28139";"9";"2";"0";"2";"biology";"4";"6"
"9265";"156";"28090";"9";"1";"0";"1";"biology";"4";"6"
"9363";"257";"28100";"9";"6";"0";"6";"biology";"4";"6"
"9147";"32";"28143";"9";"4";"4";"8";"biology";"4";"6"
"9269";"160";"28200";"9";"1";"1";"2";"biology";"4";"6"
"9384";"279";"28285";"9";"3";"1";"4";"biology";"3";"6"
"9161";"46";"28139";"9";"1";"0";"1";"biology";"4";"6"
"9275";"166";"28111";"9";"4";"2";"6";"biology";"4";"6"
"9392";"287";"28090";"9";"4";"0";"4";"biology";"4";"6"
"10982";"2006";"28149";"9";"2";"0";"2";"biology";"4";"6"
"9171";"58";"28171";"9";"2";"3";"5";"biology";"4";"6"
"9281";"173";"28224";"9";"1";"0";"1";"biology";"4";"6"
"9404";"299";"28298";"9";"1";"1";"2";"biology";"4";"6"
"9184";"72";"28191";"9";"2";"1";"3";"biology";"4";"6"
"9285";"177";"28149";"9";"1";"2";"3";"biology";"4";"6"
"9410";"305";"28165";"9";"2";"1";"3";"biology";"4";"6"
"9189";"77";"28207";"9";"1";"2";"3";"biology";"4";"6"
"9291";"183";"28227";"9";"2";"0";"2";"biology";"4";"6"
"9424";"319";"28311";"9";"1";"2";"3";"biology";"4";"6"
"9204";"94";"28215";"9";"4";"1";"5";"biology";"4";"6"
"9297";"189";"28235";"9";"1";"0";"1";"biology";"4";"6"
"9433";"328";"28165";"9";"6";"6";"12";"biology";"4";"6"
"9121";"2";"28096";"9";"3";"4";"7";"biology";"4";"6"
"9217";"107";"28125";"9";"2";"6";"8";"biology";"4";"6"
"9303";"195";"28151";"9";"2";"0";"2";"biology";"4";"6"
"9125";"6";"28126";"9";"4";"0";"4";"biology";"4";"6"
"9225";"115";"28125";"9";"3";"0";"3";"biology";"4";"6"
"9310";"202";"28251";"9";"1";"0";"1";"biology";"4";"6"
"9128";"10";"28103";"9";"3";"1";"4";"biology";"4";"6"
"9231";"121";"30400";"9";"2";"7";"9";"biology";"4";"6"
"9337";"230";"28227";"9";"2";"0";"2";"biology";"4";"6"
"9133";"16";"28111";"9";"2";"2";"4";"biology";"4";"6"
"9256";"147";"28139";"9";"1";"0";"1";"biology";"4";"6"
"9349";"242";"28125";"9";"1";"1";"2";"biology";"4";"6"
"9143";"28";"28141";"9";"1";"0";"1";"biology";"4";"6"
"9266";"157";"28227";"9";"1";"1";"2";"biology";"4";"6"
"9370";"264";"28126";"9";"3";"2";"5";"biology";"4";"6"
"9148";"33";"28126";"9";"3";"0";"3";"biology";"4";"6"
"9272";"163";"28162";"9";"2";"2";"4";"biology";"4";"6"
"9385";"280";"28126";"9";"3";"3";"6";"biology";"4";"6"
"9165";"50";"30400";"9";"1";"3";"4";"biology";"4";"6"
"9277";"169";"28111";"9";"2";"0";"2";"biology";"4";"6"
"9396";"291";"28126";"9";"1";"0";"1";"biology";"4";"6"
"9177";"64";"28139";"9";"2";"3";"5";"biology";"4";"6"
"9283";"175";"28205";"9";"2";"2";"4";"biology";"4";"6"
"9408";"303";"28167";"9";"1";"2";"3";"biology";"4";"6"
"9185";"73";"28090";"9";"1";"4";"5";"biology";"4";"6"
"9286";"178";"28149";"9";"2";"0";"2";"biology";"4";"6"
"9411";"306";"28111";"9";"4";"6";"10";"biology";"4";"6"
"9200";"90";"28109";"9";"5";"4";"9";"biology";"4";"6"
"9294";"186";"28162";"9";"3";"0";"3";"biology";"4";"6"
"9425";"320";"28311";"9";"2";"1";"3";"biology";"4";"6"
"9209";"99";"28188";"9";"1";"1";"2";"biology";"4";"6"
"9298";"190";"28239";"9";"2";"3";"5";"biology";"4";"6"
"9434";"329";"28318";"9";"1";"0";"1";"biology";"4";"6"
"9123";"4";"28108";"9";"3";"0";"3";"biology";"4";"6"
"9219";"109";"28218";"9";"1";"0";"1";"biology";"3";"6"
"9308";"200";"28167";"9";"1";"6";"7";"biology";"4";"6"
"9126";"8";"28118";"9";"2";"0";"2";"biology";"4";"6"
"9227";"117";"28090";"9";"4";"0";"4";"biology";"4";"6"
"9329";"222";"28242";"9";"4";"2";"6";"biology";"4";"6"
"9129";"11";"28120";"9";"4";"2";"6";"biology";"4";"6"
"9232";"122";"28188";"9";"4";"6";"10";"biology";"4";"6"
"9346";"239";"28150";"9";"2";"0";"2";"biology";"4";"6"
"9138";"23";"28127";"9";"3";"0";"3";"biology";"4";"6"
"9259";"150";"28143";"9";"1";"4";"5";"biology";"4";"6"
"9358";"251";"28139";"9";"1";"4";"5";"biology";"4";"6"
"9144";"29";"28126";"9";"3";"3";"6";"biology";"4";"6"
"9267";"158";"28151";"9";"1";"0";"1";"biology";"4";"6"
"9374";"268";"28271";"9";"1";"6";"7";"biology";"3";"6"
"9153";"38";"30400";"9";"5";"6";"11";"biology";"4";"6"
"9274";"165";"28127";"9";"2";"0";"2";"biology";"4";"6"
"9391";"286";"28211";"9";"2";"0";"2";"biology";"4";"6"
"9167";"52";"28151";"9";"1";"0";"1";"biology";"4";"6"
"9279";"171";"28151";"9";"4";"1";"5";"biology";"4";"6"
"9400";"295";"28167";"9";"2";"2";"4";"biology";"4";"6"
"9181";"69";"28160";"9";"2";"2";"4";"biology";"4";"6"
"9284";"176";"28205";"9";"1";"2";"3";"biology";"4";"6"
"9409";"304";"28299";"9";"3";"8";"11";"biology";"4";"6"
"9187";"75";"28162";"9";"1";"0";"1";"biology";"4";"6"
"9290";"182";"28215";"9";"1";"1";"2";"biology";"4";"6"
"9420";"315";"28296";"9";"2";"0";"2";"biology";"4";"6"
"9201";"91";"28213";"9";"2";"4";"6";"biology";"4";"6"
"9296";"188";"28227";"9";"1";"0";"1";"biology";"4";"6"
"9429";"324";"28144";"9";"3";"4";"7";"biology";"4";"6"
"9440";"337";"28325";"9";"1";"1";"2";"biology";"4";"7"
"9568";"476";"28151";"9";"1";"0";"1";"biology";"4";"7"
"9714";"625";"28409";"9";"0";"2";"2";"biology";"3";"7"
"9815";"745";"28184";"9";"1";"1";"2";"biology";"4";"7"
"9446";"344";"28162";"9";"6";"2";"8";"biology";"4";"7"
"9577";"485";"28380";"9";"1";"0";"1";"biology";"4";"7"
"9737";"651";"28165";"9";"1";"3";"4";"biology";"4";"7"
"9822";"754";"28151";"9";"1";"1";"2";"biology";"4";"7"
"9466";"364";"28107";"9";"1";"0";"1";"biology";"4";"7"
"9606";"514";"28382";"9";"2";"0";"2";"biology";"4";"7"
"9741";"656";"28416";"9";"2";"4";"6";"biology";"4";"7"
"9825";"757";"28280";"9";"5";"8";"13";"biology";"4";"7"
"9476";"375";"28177";"9";"1";"0";"1";"biology";"4";"7"
"9616";"524";"28151";"9";"1";"2";"3";"biology";"4";"7"
"9753";"671";"28311";"9";"1";"0";"1";"biology";"4";"7"
"9831";"763";"28184";"9";"1";"2";"3";"biology";"4";"7"
"9486";"385";"28323";"9";"4";"2";"6";"biology";"4";"7"
"9635";"543";"28375";"9";"3";"0";"3";"biology";"4";"7"
"9760";"680";"28422";"9";"1";"2";"3";"biology";"4";"7"
"9843";"775";"28453";"9";"4";"4";"8";"biology";"4";"7"
"9494";"393";"28132";"9";"3";"2";"5";"biology";"4";"7"
"9642";"550";"28311";"9";"2";"0";"2";"biology";"4";"7"
"9765";"686";"28224";"9";"2";"2";"4";"biology";"4";"7"
"9852";"785";"28224";"9";"4";"1";"5";"biology";"4";"7"
"9507";"406";"28349";"9";"3";"1";"4";"biology";"4";"7"
"9649";"559";"28311";"9";"1";"0";"1";"biology";"4";"7"
"9773";"700";"28430";"9";"2";"2";"4";"biology";"4";"7"
"9860";"793";"28463";"9";"2";"8";"10";"biology";"4";"7"
"9523";"424";"28271";"9";"1";"0";"1";"biology";"3";"7"
"9664";"574";"28385";"9";"2";"2";"4";"biology";"3";"7"
"9784";"714";"28151";"9";"4";"3";"7";"biology";"4";"7"
"9865";"798";"28184";"9";"1";"2";"3";"biology";"4";"7"
"9542";"445";"28236";"9";"2";"5";"7";"biology";"4";"7"
"9688";"598";"28176";"9";"1";"3";"4";"biology";"4";"7"
"9798";"728";"28111";"9";"2";"0";"2";"biology";"4";"7"
"9869";"802";"28108";"9";"1";"1";"2";"biology";"4";"7"
"9549";"452";"28144";"9";"5";"1";"6";"biology";"4";"7"
"9707";"617";"28405";"9";"1";"1";"2";"biology";"4";"7"
"9801";"731";"28184";"9";"1";"1";"2";"biology";"4";"7"
"9562";"470";"28375";"9";"1";"0";"1";"biology";"4";"7"
"9712";"623";"28407";"9";"5";"7";"12";"biology";"4";"7"
"9808";"738";"28430";"9";"1";"0";"1";"biology";"4";"7"
"9442";"339";"28144";"9";"2";"2";"4";"biology";"4";"7"
"9569";"477";"28171";"9";"4";"0";"4";"biology";"4";"7"
"9728";"640";"28139";"9";"1";"0";"1";"biology";"4";"7"
"9820";"752";"28184";"9";"1";"0";"1";"biology";"4";"7"
"9447";"345";"28151";"9";"3";"5";"8";"biology";"4";"7"
"9579";"487";"28148";"9";"1";"7";"8";"biology";"4";"7"
"9739";"653";"28126";"9";"3";"9";"12";"biology";"4";"7"
"9823";"755";"28151";"9";"2";"2";"4";"biology";"4";"7"
"9472";"371";"28336";"9";"2";"0";"2";"biology";"4";"7"
"9609";"517";"28384";"9";"2";"0";"2";"biology";"4";"7"
"9750";"667";"28194";"9";"1";"0";"1";"biology";"4";"7"
"9829";"761";"28224";"9";"2";"2";"4";"biology";"4";"7"
"9479";"378";"28280";"9";"8";"3";"11";"biology";"4";"7"
"9624";"532";"28236";"9";"4";"3";"7";"biology";"4";"7"
"9757";"675";"28416";"9";"1";"4";"5";"biology";"4";"7"
"9832";"764";"28184";"9";"1";"3";"4";"biology";"4";"7"
"9489";"388";"28236";"9";"1";"1";"2";"biology";"4";"7"
"9638";"546";"28391";"9";"4";"6";"10";"biology";"4";"7"
"9761";"681";"28162";"9";"2";"2";"4";"biology";"4";"7"
"9848";"781";"28443";"9";"2";"1";"3";"biology";"3";"7"
"9500";"399";"28349";"9";"1";"0";"1";"biology";"4";"7"
"9643";"551";"28111";"9";"10";"3";"13";"biology";"4";"7"
"9768";"695";"28429";"9";"2";"1";"3";"biology";"4";"7"
"9855";"788";"28184";"9";"2";"1";"3";"biology";"4";"7"
"9513";"412";"28356";"9";"1";"0";"1";"biology";"3";"7"
"9657";"567";"28184";"9";"1";"0";"1";"biology";"4";"7"
"9779";"709";"28438";"9";"1";"3";"4";"biology";"4";"7"
"9861";"794";"28460";"9";"1";"0";"1";"biology";"4";"7"
"9528";"429";"28364";"9";"1";"0";"1";"biology";"3";"7"
"9666";"576";"28336";"9";"1";"0";"1";"biology";"4";"7"
"9789";"719";"28278";"9";"1";"3";"4";"biology";"4";"7"
"9867";"800";"28144";"9";"1";"0";"1";"biology";"4";"7"
"9544";"447";"28188";"9";"2";"2";"4";"biology";"4";"7"
"9694";"604";"28111";"9";"1";"0";"1";"biology";"4";"7"
"9799";"729";"28262";"9";"2";"2";"4";"biology";"4";"7"
"9876";"809";"28101";"9";"2";"2";"4";"biology";"4";"7"
"9552";"457";"28369";"9";"4";"2";"6";"biology";"4";"7"
"9708";"618";"28205";"9";"1";"0";"1";"biology";"4";"7"
"9802";"732";"28108";"9";"1";"0";"1";"biology";"4";"7"
"9567";"475";"28348";"9";"1";"0";"1";"biology";"4";"7"
"9713";"624";"28400";"9";"1";"2";"3";"biology";"3";"7"
"9810";"740";"28162";"9";"3";"0";"3";"biology";"4";"7"
"9443";"340";"28125";"9";"1";"0";"1";"biology";"4";"7"
"9573";"481";"28139";"9";"2";"7";"9";"biology";"4";"7"
"9730";"642";"28140";"9";"2";"2";"4";"biology";"4";"7"
"9821";"753";"28208";"9";"2";"2";"4";"biology";"4";"7"
"9465";"363";"28151";"9";"1";"6";"7";"biology";"4";"7"
"9602";"510";"28151";"9";"4";"1";"5";"biology";"4";"7"
"9740";"655";"28416";"9";"1";"7";"8";"biology";"4";"7"
"9824";"756";"28452";"9";"1";"0";"1";"biology";"3";"7"
"9474";"373";"28144";"9";"1";"0";"1";"biology";"4";"7"
"9614";"522";"28375";"9";"2";"0";"2";"biology";"4";"7"
"9752";"669";"28311";"9";"3";"2";"5";"biology";"4";"7"
"9830";"762";"28453";"9";"9";"6";"15";"biology";"4";"7"
"9482";"381";"28338";"9";"1";"0";"1";"biology";"3";"7"
"9629";"537";"28162";"9";"3";"0";"3";"biology";"4";"7"
"9759";"677";"28165";"9";"1";"3";"4";"biology";"4";"7"
"9836";"768";"28278";"9";"3";"6";"9";"biology";"4";"7"
"9492";"391";"28194";"9";"1";"0";"1";"biology";"4";"7"
"9641";"549";"28311";"9";"1";"0";"1";"biology";"4";"7"
"9763";"684";"28126";"9";"2";"0";"2";"biology";"4";"7"
"9849";"782";"28323";"9";"3";"2";"5";"biology";"4";"7"
"9502";"401";"28311";"9";"1";"1";"2";"biology";"4";"7"
"9645";"554";"28391";"9";"2";"7";"9";"biology";"4";"7"
"9772";"699";"28126";"9";"1";"4";"5";"biology";"4";"7"
"9856";"789";"28460";"9";"2";"2";"4";"biology";"4";"7"
"9516";"417";"28151";"9";"2";"1";"3";"biology";"4";"7"
"9660";"570";"28139";"9";"1";"0";"1";"biology";"4";"7"
"9782";"712";"28126";"9";"1";"0";"1";"biology";"4";"7"
"9864";"797";"28162";"9";"1";"2";"3";"biology";"4";"7"
"9530";"432";"28090";"9";"2";"0";"2";"biology";"4";"7"
"9684";"594";"28162";"9";"4";"4";"8";"biology";"4";"7"
"9790";"720";"28323";"9";"2";"3";"5";"biology";"4";"7"
"9868";"801";"28144";"9";"3";"1";"4";"biology";"4";"7"
"9547";"450";"28367";"9";"8";"9";"17";"biology";"4";"7"
"9697";"607";"28111";"9";"2";"0";"2";"biology";"4";"7"
"9800";"730";"28184";"9";"0";"5";"5";"biology";"4";"7"
"9557";"463";"28205";"9";"1";"0";"1";"biology";"4";"7"
"9709";"619";"28205";"9";"2";"6";"8";"biology";"4";"7"
"9803";"733";"28184";"9";"1";"0";"1";"biology";"4";"7"
"9902";"836";"28111";"9";"3";"2";"5";"biology";"4";"8"
"9973";"911";"28167";"9";"1";"0";"1";"biology";"4";"8"
"10060";"1005";"28167";"9";"1";"2";"3";"biology";"4";"8"
"10133";"1089";"28165";"9";"1";"0";"1";"biology";"4";"8"
"10211";"1175";"30400";"9";"1";"0";"1";"biology";"4";"8"
"9908";"842";"28349";"9";"1";"4";"5";"biology";"4";"8"
"9988";"931";"28509";"9";"1";"0";"1";"biology";"4";"8"
"10069";"1018";"28536";"9";"1";"2";"3";"biology";"4";"8"
"10139";"1096";"28405";"9";"1";"0";"1";"biology";"4";"8"
"10215";"1180";"28587";"9";"1";"2";"3";"biology";"4";"8"
"9920";"854";"28262";"9";"1";"5";"6";"biology";"4";"8"
"9995";"938";"28513";"9";"1";"0";"1";"biology";"4";"8"
"10076";"1026";"28539";"9";"2";"0";"2";"biology";"4";"8"
"10144";"1101";"28405";"9";"2";"0";"2";"biology";"4";"8"
"10223";"1188";"28590";"9";"4";"3";"7";"biology";"3";"8"
"9925";"861";"28137";"9";"1";"1";"2";"biology";"3";"8"
"9999";"942";"28167";"9";"1";"1";"2";"biology";"4";"8"
"10081";"1032";"28323";"9";"1";"2";"3";"biology";"4";"8"
"10152";"1109";"28144";"9";"1";"0";"1";"biology";"4";"8"
"9934";"870";"28139";"9";"1";"0";"1";"biology";"4";"8"
"10008";"951";"28093";"9";"2";"3";"5";"biology";"4";"8"
"10084";"1035";"28176";"9";"1";"1";"2";"biology";"4";"8"
"10157";"1114";"28405";"9";"1";"2";"3";"biology";"4";"8"
"9939";"877";"28184";"9";"1";"5";"6";"biology";"4";"8"
"10011";"954";"28167";"9";"3";"1";"4";"biology";"4";"8"
"10090";"1041";"28542";"9";"2";"2";"4";"biology";"4";"8"
"10161";"1118";"28480";"9";"1";"1";"2";"biology";"4";"8"
"9943";"881";"28184";"9";"1";"0";"1";"biology";"4";"8"
"10016";"961";"28090";"9";"2";"0";"2";"biology";"4";"8"
"10102";"1054";"28193";"9";"2";"1";"3";"biology";"4";"8"
"10170";"1130";"28162";"9";"1";"1";"2";"biology";"4";"8"
"9951";"889";"28465";"9";"2";"2";"4";"biology";"4";"8"
"10023";"968";"28480";"9";"2";"0";"2";"biology";"4";"8"
"10106";"1058";"28318";"9";"1";"10";"11";"biology";"4";"8"
"10173";"1134";"28111";"9";"3";"0";"3";"biology";"4";"8"
"9956";"894";"28278";"9";"3";"2";"5";"biology";"4";"8"
"10028";"973";"28488";"9";"3";"2";"5";"biology";"4";"8"
"10113";"1066";"28497";"9";"1";"1";"2";"biology";"4";"8"
"10177";"1138";"28468";"9";"2";"0";"2";"biology";"4";"8"
"9888";"821";"28468";"9";"2";"0";"2";"biology";"4";"8"
"9966";"904";"28488";"9";"2";"0";"2";"biology";"4";"8"
"10046";"991";"28167";"9";"1";"0";"1";"biology";"4";"8"
"10118";"1071";"28405";"9";"2";"0";"2";"biology";"4";"8"
"10195";"1157";"28331";"9";"3";"4";"7";"biology";"4";"8"
"9898";"832";"28162";"9";"5";"2";"7";"biology";"4";"8"
"9970";"908";"28278";"9";"1";"0";"1";"biology";"4";"8"
"10056";"1001";"28144";"9";"1";"1";"2";"biology";"4";"8"
"10129";"1084";"28126";"9";"1";"5";"6";"biology";"4";"8"
"10207";"1170";"28255";"9";"1";"1";"2";"biology";"4";"8"
"9903";"837";"28311";"9";"2";"3";"5";"biology";"4";"8"
"9979";"921";"28213";"9";"1";"0";"1";"biology";"4";"8"
"10063";"1008";"28162";"9";"3";"4";"7";"biology";"4";"8"
"10134";"1090";"28165";"9";"2";"3";"5";"biology";"4";"8"
"10212";"1176";"28450";"9";"3";"3";"6";"biology";"4";"8"
"9913";"847";"28450";"9";"1";"0";"1";"biology";"4";"8"
"9992";"935";"28150";"9";"4";"5";"9";"biology";"4";"8"
"10074";"1024";"28375";"9";"1";"2";"3";"biology";"4";"8"
"10142";"1099";"28405";"9";"1";"0";"1";"biology";"4";"8"
"10216";"1181";"28450";"9";"2";"1";"3";"biology";"4";"8"
"9921";"855";"28278";"9";"4";"1";"5";"biology";"4";"8"
"9997";"940";"28515";"9";"2";"0";"2";"biology";"4";"8"
"10077";"1027";"28324";"9";"2";"1";"3";"biology";"4";"8"
"10146";"1103";"28162";"9";"3";"0";"3";"biology";"4";"8"
"10226";"1191";"28592";"9";"2";"0";"2";"biology";"4";"8"
"9926";"862";"28126";"9";"2";"5";"7";"biology";"4";"8"
"10005";"948";"28167";"9";"1";"0";"1";"biology";"4";"8"
"10082";"1033";"28167";"9";"1";"0";"1";"biology";"4";"8"
"10155";"1112";"28165";"9";"2";"0";"2";"biology";"4";"8"
"9935";"871";"28490";"9";"2";"0";"2";"biology";"3";"8"
"10009";"952";"28167";"9";"1";"0";"1";"biology";"4";"8"
"10086";"1037";"28165";"9";"3";"1";"4";"biology";"4";"8"
"10158";"1115";"28405";"9";"2";"1";"3";"biology";"4";"8"
"9941";"879";"28184";"9";"1";"0";"1";"biology";"4";"8"
"10013";"957";"30400";"9";"1";"0";"1";"biology";"4";"8"
"10093";"1045";"28375";"9";"3";"3";"6";"biology";"4";"8"
"10166";"1126";"28307";"9";"4";"1";"5";"biology";"4";"8"
"9945";"883";"28493";"9";"1";"1";"2";"biology";"4";"8"
"10018";"963";"28488";"9";"3";"0";"3";"biology";"4";"8"
"10104";"1056";"28167";"9";"2";"3";"5";"biology";"4";"8"
"10171";"1132";"28450";"9";"1";"1";"2";"biology";"4";"8"
"10985";"2009";"31254";"9";"1";"1";"2";"biology";"4";"8"
"9954";"892";"28490";"9";"2";"0";"2";"biology";"3";"8"
"10026";"971";"28488";"9";"1";"0";"1";"biology";"4";"8"
"10109";"1062";"28375";"9";"1";"0";"1";"biology";"4";"8"
"10175";"1136";"28574";"9";"2";"1";"3";"biology";"4";"8"
"9959";"897";"28405";"9";"1";"1";"2";"biology";"4";"8"
"10030";"975";"28336";"9";"1";"0";"1";"biology";"4";"8"
"10116";"1069";"28552";"9";"1";"1";"2";"biology";"4";"8"
"10183";"1145";"28468";"9";"3";"1";"4";"biology";"4";"8"
"9891";"824";"28336";"9";"2";"1";"3";"biology";"4";"8"
"9967";"905";"28488";"9";"1";"2";"3";"biology";"4";"8"
"10047";"992";"28139";"9";"1";"1";"2";"biology";"4";"8"
"10119";"1072";"28405";"9";"1";"0";"1";"biology";"4";"8"
"10201";"1164";"28497";"9";"1";"4";"5";"biology";"4";"8"
"9901";"835";"28457";"9";"1";"2";"3";"biology";"4";"8"
"9972";"910";"28184";"9";"2";"0";"2";"biology";"4";"8"
"10059";"1004";"28167";"9";"1";"0";"1";"biology";"4";"8"
"10131";"1086";"28450";"9";"1";"0";"1";"biology";"4";"8"
"10208";"1171";"28194";"9";"2";"0";"2";"biology";"4";"8"
"9905";"839";"28208";"9";"3";"0";"3";"biology";"4";"8"
"9984";"926";"28311";"9";"2";"0";"2";"biology";"4";"8"
"10068";"1016";"28535";"9";"1";"2";"3";"biology";"4";"8"
"10137";"1093";"28318";"9";"3";"0";"3";"biology";"4";"8"
"10214";"1179";"28167";"9";"1";"0";"1";"biology";"4";"8"
"9915";"849";"28479";"9";"2";"0";"2";"biology";"4";"8"
"9994";"937";"28244";"9";"2";"0";"2";"biology";"4";"8"
"10075";"1025";"28430";"9";"3";"4";"7";"biology";"4";"8"
"10143";"1100";"28405";"9";"2";"4";"6";"biology";"4";"8"
"10221";"1186";"28090";"9";"1";"1";"2";"biology";"4";"8"
"9923";"859";"28162";"9";"1";"0";"1";"biology";"4";"8"
"9998";"941";"28278";"9";"1";"5";"6";"biology";"4";"8"
"10080";"1031";"28167";"9";"1";"0";"1";"biology";"4";"8"
"10149";"1106";"28177";"9";"1";"1";"2";"biology";"4";"8"
"9930";"866";"28177";"9";"2";"2";"4";"biology";"4";"8"
"10006";"949";"28184";"9";"1";"1";"2";"biology";"4";"8"
"10083";"1034";"28165";"9";"2";"1";"3";"biology";"4";"8"
"10156";"1113";"28180";"9";"1";"3";"4";"biology";"4";"8"
"9937";"875";"28167";"9";"2";"3";"5";"biology";"4";"8"
"10010";"953";"28167";"9";"1";"13";"14";"biology";"4";"8"
"10087";"1038";"28540";"9";"2";"0";"2";"biology";"4";"8"
"10159";"1116";"28405";"9";"4";"2";"6";"biology";"4";"8"
"9942";"880";"28184";"9";"1";"2";"3";"biology";"4";"8"
"10015";"960";"28151";"9";"1";"0";"1";"biology";"4";"8"
"10099";"1051";"28548";"9";"4";"2";"6";"biology";"4";"8"
"10169";"1129";"28263";"9";"0";"7";"7";"biology";"4";"8"
"9946";"884";"28493";"9";"5";"1";"6";"biology";"4";"8"
"10022";"967";"28488";"9";"2";"1";"3";"biology";"4";"8"
"10105";"1057";"28167";"9";"1";"0";"1";"biology";"4";"8"
"10172";"1133";"28226";"9";"4";"2";"6";"biology";"4";"8"
"10987";"2011";"29014";"9";"2";"0";"2";"biology";"4";"8"
"9955";"893";"28108";"9";"1";"0";"1";"biology";"4";"8"
"10027";"972";"28488";"9";"2";"0";"2";"biology";"4";"8"
"10111";"1064";"28177";"9";"1";"7";"8";"biology";"4";"8"
"10176";"1137";"28278";"9";"2";"1";"3";"biology";"4";"8"
"9887";"820";"28467";"9";"1";"0";"1";"biology";"4";"8"
"9964";"902";"28430";"9";"1";"8";"9";"biology";"4";"8"
"10037";"982";"28151";"9";"1";"2";"3";"biology";"4";"8"
"10117";"1070";"28111";"9";"2";"0";"2";"biology";"4";"8"
"10190";"1152";"28450";"9";"2";"0";"2";"biology";"4";"8"
"9897";"831";"28468";"9";"1";"4";"5";"biology";"4";"8"
"9968";"906";"28488";"9";"1";"2";"3";"biology";"4";"8"
"10049";"994";"28530";"9";"1";"0";"1";"biology";"3";"8"
"10121";"1074";"28554";"9";"1";"0";"1";"biology";"4";"8"
"10204";"1167";"28151";"9";"3";"2";"5";"biology";"4";"8"
"10304";"1278";"28618";"9";"1";"8";"9";"biology";"4";"9"
"10388";"1367";"28184";"9";"1";"1";"2";"biology";"4";"9"
"10475";"1458";"28640";"9";"1";"0";"1";"biology";"4";"9"
"10567";"1556";"28151";"9";"2";"2";"4";"biology";"4";"9"
"10307";"1281";"28619";"9";"1";"0";"1";"biology";"4";"9"
"10392";"1371";"28311";"9";"1";"0";"1";"biology";"4";"9"
"10486";"1469";"28670";"9";"1";"4";"5";"biology";"2";"9"
"10575";"1564";"28311";"9";"1";"0";"1";"biology";"4";"9"
"10319";"1294";"28607";"9";"5";"2";"7";"biology";"4";"9"
"10403";"1382";"28648";"9";"4";"0";"4";"biology";"4";"9"
"10495";"1479";"28600";"9";"1";"1";"2";"biology";"4";"9"
"10238";"1205";"28167";"9";"2";"0";"2";"biology";"4";"9"
"10328";"1303";"28600";"9";"1";"0";"1";"biology";"4";"9"
"10418";"1397";"28255";"9";"4";"5";"9";"biology";"4";"9"
"10501";"1485";"28450";"9";"1";"0";"1";"biology";"4";"9"
"10245";"1214";"28450";"9";"1";"2";"3";"biology";"4";"9"
"10335";"1310";"28625";"9";"4";"0";"4";"biology";"4";"9"
"10427";"1406";"28640";"9";"1";"12";"13";"biology";"4";"9"
"10505";"1491";"28405";"9";"1";"0";"1";"biology";"4";"9"
"10251";"1220";"30400";"9";"3";"7";"10";"biology";"4";"9"
"10342";"1317";"28394";"9";"2";"1";"3";"biology";"4";"9"
"10437";"1418";"28450";"9";"1";"4";"5";"biology";"4";"9"
"10512";"1498";"28405";"9";"1";"1";"2";"biology";"4";"9"
"10259";"1228";"28488";"9";"5";"0";"5";"biology";"4";"9"
"10359";"1336";"28616";"9";"1";"0";"1";"biology";"4";"9"
"10444";"1425";"28658";"9";"1";"0";"1";"biology";"3";"9"
"10519";"1505";"28682";"9";"1";"3";"4";"biology";"4";"9"
"10274";"1244";"28450";"9";"1";"1";"2";"biology";"4";"9"
"10365";"1342";"28634";"9";"0";"1";"1";"biology";"4";"9"
"10449";"1430";"28540";"9";"2";"0";"2";"biology";"4";"9"
"10524";"1510";"28090";"9";"1";"1";"2";"biology";"4";"9"
"10279";"1249";"28450";"9";"1";"2";"3";"biology";"4";"9"
"10370";"1347";"28295";"9";"1";"0";"1";"biology";"4";"9"
"10457";"1439";"28224";"9";"3";"3";"6";"biology";"4";"9"
"10531";"1519";"28126";"9";"1";"0";"1";"biology";"4";"9"
"10293";"1264";"28612";"9";"2";"0";"2";"biology";"4";"9"
"10375";"1352";"28416";"9";"2";"3";"5";"biology";"4";"9"
"10463";"1446";"28311";"9";"5";"1";"6";"biology";"4";"9"
"10538";"1526";"28450";"9";"1";"1";"2";"biology";"4";"9"
"10297";"1269";"28615";"9";"1";"2";"3";"biology";"3";"9"
"10386";"1365";"28311";"9";"1";"7";"8";"biology";"4";"9"
"10466";"1449";"28295";"9";"1";"0";"1";"biology";"4";"9"
