"id";"score";"profile_1";"profile_2"
"28450";"1";"4";"4"
"28148";"0";"4";"4"
"28364";"0";"1";"1"
"28366";"0";"1";"1"
"28366";"4";"1";"1"
"28208";"0";"4";"4"
"28148";"2";"4";"4"
"28148";"5";"4";"4"
"28188";"10";"4";"4"
"28208";"2";"4";"4"
"28154";"0";"4";"4"
"28148";"0";"4";"4"
"28154";"0";"4";"4"
"28151";"0";"4";"4"
"28151";"0";"4";"4"
"28148";"0";"4";"4"
"28150";"1";"4";"4"
"28280";"0";"4";"4"
"28111";"0";"4";"4"
"28304";"4";"4";"4"
"28151";"0";"4";"4"
"28453";"1";"4";"4"
"28224";"0";"4";"4"
"28111";"0";"4";"4"
"28255";"0";"4";"4"
"28184";"0";"4";"4"
"28111";"0";"4";"4"
"28188";"5";"4";"4"
"28108";"4";"4";"4"
"28108";"3";"4";"4"
"28108";"4";"4";"4"
"28108";"3";"4";"4"
"28188";"4";"4";"4"
"28453";"1";"4";"4"
"28453";"0";"4";"4"
"28224";"0";"4";"4"
"28133";"0";"4";"4"
"28460";"0";"4";"4"
"28460";"0";"4";"4"
"28460";"0";"4";"4"
"28366";"1";"1";"1"
"28280";"0";"4";"4"
"28366";"0";"1";"1"
"28151";"0";"4";"4"
"28111";"0";"4";"4"
"28208";"0";"4";"4"
"28151";"1";"4";"4"
"28279";"1";"4";"4"
"28279";"2";"4";"4"
"28255";"1";"4";"4"
"28460";"0";"4";"4"
"28184";"0";"4";"4"
"28151";"0";"4";"4"
"28151";"5";"4";"4"
"28194";"5";"4";"4"
"28148";"0";"4";"4"
"28450";"2";"4";"4"
"28304";"0";"4";"4"
"28460";"1";"4";"4"
"28460";"0";"4";"4"
"28255";"3";"4";"4"
"28224";"0";"4";"4"
"28304";"0";"4";"4"
"28460";"0";"4";"4"
"28460";"2";"4";"4"
"28141";"0";"4";"4"
"28262";"1";"4";"4"
"28311";"0";"4";"4"
"28162";"0";"4";"4"
"28111";"1";"4";"4"
"28457";"3";"4";"4"
"28101";"0";"4";"4"
"28255";"0";"4";"4"
"28457";"4";"4";"4"
"28269";"0";"4";"4"
"28151";"0";"4";"4"
"28453";"0";"4";"4"
"28162";"0";"4";"4"
"28453";"0";"4";"4"
"28453";"0";"4";"4"
"28151";"0";"4";"4"
"28150";"0";"4";"4"
"28188";"0";"4";"4"
"28457";"4";"4";"4"
"28184";"0";"4";"4"
"28463";"0";"4";"4"
"28463";"0";"4";"4"
"28366";"0";"1";"1"
"28366";"3";"1";"1"
"28269";"4";"4";"4"
"28111";"2";"4";"4"
"28467";"0";"4";"4"
"28090";"4";"4";"4"
"28194";"0";"4";"4"
"28139";"0";"4";"4"
"28167";"0";"4";"4"
"28154";"0";"4";"4"
"28139";"2";"4";"4"
"28311";"1";"4";"4"
"28194";"2";"4";"4"
"28452";"0";"1";"1"
"28151";"5";"4";"4"
"28150";"2";"4";"4"
"28376";"1";"4";"4"
"28349";"3";"4";"4"
"28208";"1";"4";"4"
"28376";"0";"4";"4"
"28376";"0";"4";"4"
"28151";"1";"4";"4"
"28151";"0";"4";"4"
"28376";"0";"4";"4"
"28376";"0";"4";"4"
"28150";"1";"4";"4"
"28090";"1";"4";"4"
"28479";"0";"4";"4"
"28481";"4";"1";"1"
"28194";"0";"4";"4"
"28167";"0";"4";"4"
"28111";"1";"4";"4"
"28111";"0";"4";"4"
"28376";"0";"4";"4"
"28148";"0";"4";"4"
"28148";"2";"4";"4"
"28244";"0";"4";"4"
"28244";"1";"4";"4"
"28244";"0";"4";"4"
"28151";"0";"4";"4"
"28262";"0";"4";"4"
"28479";"0";"4";"4"
"28488";"0";"4";"4"
"28111";"0";"4";"4"
"28488";"0";"4";"4"
"28177";"0";"4";"4"
"28188";"2";"4";"4"
"28255";"0";"4";"4"
"28162";"0";"4";"4"
"28488";"0";"4";"4"
"28452";"0";"1";"1"
"28488";"1";"4";"4"
"28150";"1";"4";"4"
"28279";"0";"4";"4"
"28488";"0";"4";"4"
"28279";"0";"4";"4"
"28111";"0";"4";"4"
"28150";"6";"4";"4"
"28488";"0";"4";"4"
"28111";"0";"4";"4"
"28150";"0";"4";"4"
"28151";"2";"4";"4"
"28162";"0";"4";"4"
"28090";"1";"4";"4"
"28465";"1";"4";"4"
"28188";"0";"4";"4"
"28488";"3";"4";"4"
"28177";"0";"4";"4"
"28177";"0";"4";"4"
"28255";"0";"4";"4"
"28111";"0";"4";"4"
"28184";"0";"4";"4"
"28108";"0";"4";"4"
"28278";"0";"4";"4"
"28165";"4";"4";"4"
"28150";"4";"4";"4"
"28488";"1";"4";"4"
"28090";"0";"4";"4"
"28499";"2";"1";"1"
"28151";"2";"4";"4"
"28430";"1";"4";"4"
"28262";"0";"4";"4"
"28488";"0";"4";"4"
"28488";"1";"4";"4"
"28488";"0";"4";"4"
"28255";"1";"4";"4"
"28488";"0";"4";"4"
"28488";"1";"4";"4"
"28255";"0";"4";"4"
"28488";"0";"4";"4"
"28141";"0";"4";"4"
"28450";"0";"4";"4"
"28450";"0";"4";"4"
"28450";"2";"4";"4"
"28450";"1";"4";"4"
"28126";"0";"4";"4"
"28278";"0";"4";"4"
"28488";"0";"4";"4"
"28311";"0";"4";"4"
"28167";"0";"4";"4"
"28278";"0";"4";"4"
"28506";"1";"1";"1"
"28148";"0";"4";"4"
"28148";"0";"4";"4"
"28184";"0";"4";"4"
"28148";"0";"4";"4"
"28151";"0";"4";"4"
"28224";"2";"4";"4"
"28224";"0";"4";"4"
"28488";"2";"4";"4"
"28493";"1";"4";"4"
"28151";"2";"4";"4"
"28488";"0";"4";"4"
"28488";"1";"4";"4"
"28488";"1";"4";"4"
"28510";"1";"4";"4"
"28488";"0";"4";"4"
"28244";"1";"4";"4"
"28244";"2";"4";"4"
"28488";"0";"4";"4"
"28244";"2";"4";"4"
"28090";"2";"4";"4"
"28151";"0";"4";"4"
"28111";"0";"4";"4"
"28488";"2";"4";"4"
"28150";"0";"4";"4"
"28278";"0";"4";"4"
"28513";"0";"4";"4"
"28488";"0";"4";"4"
"28488";"0";"4";"4"
"28488";"0";"4";"4"
"28255";"0";"4";"4"
"28139";"1";"4";"4"
"28503";"3";"4";"4"
"28510";"0";"4";"4"
"28162";"1";"4";"4"
"28517";"0";"4";"4"
"28111";"1";"4";"4"
"28167";"0";"4";"4"
"28167";"0";"4";"4"
"28167";"0";"4";"4"
"28278";"1";"4";"4"
"28167";"0";"4";"4"
"28167";"0";"4";"4"
"28255";"2";"4";"4"
"28139";"0";"4";"4"
"28488";"0";"4";"4"
"28163";"1";"4";"4"
"28151";"0";"4";"4"
"28488";"3";"4";"4"
"28488";"1";"4";"4"
"28255";"2";"4";"4"
"28493";"0";"4";"4"
"28090";"3";"4";"4"
"28255";"4";"4";"4"
"28114";"1";"4";"4"
"28503";"0";"4";"4"
"28488";"9";"4";"4"
"28151";"0";"4";"4"
"28503";"0";"4";"4"
"30400";"0";"4";"4"
"28151";"1";"4";"4"
"28488";"1";"4";"4"
"28151";"0";"4";"4"
"28139";"0";"4";"4"
"28167";"0";"4";"4"
"28167";"0";"4";"4"
"28167";"0";"4";"4"
"28488";"0";"4";"4"
"28167";"0";"4";"4"
"28167";"0";"4";"4"
"28151";"1";"4";"4"
"28151";"0";"4";"4"
"28167";"0";"4";"4"
"28255";"1";"4";"4"
"28255";"1";"4";"4"
"28167";"0";"4";"4"
"28167";"0";"4";"4"
"28255";"1";"4";"4"
"28255";"1";"4";"4"
"28532";"2";"4";"4"
"28150";"0";"4";"4"
"28167";"0";"4";"4"
"28299";"0";"4";"4"
"28139";"0";"4";"4"
"28139";"4";"4";"4"
"28535";"0";"4";"4"
"28150";"0";"4";"4"
"28162";"1";"4";"4"
"28167";"0";"4";"4"
"28167";"0";"4";"4"
"28167";"0";"4";"4"
"28244";"1";"4";"4"
"28167";"0";"4";"4"
"28167";"0";"4";"4"
"28488";"0";"4";"4"
"30400";"0";"4";"4"
"28090";"0";"4";"4"
"28430";"0";"4";"4"
"28430";"0";"4";"4"
"28165";"0";"4";"4"
"28430";"0";"4";"4"
"28151";"5";"4";"4"
"28151";"0";"4";"4"
"28542";"1";"4";"4"
"28544";"6";"4";"4"
"28188";"0";"4";"4"
"28188";"2";"4";"4"
"28536";"0";"4";"4"
"28090";"0";"4";"4"
"28193";"3";"4";"4"
"28539";"1";"4";"4"
"28430";"0";"4";"4"
"28375";"0";"4";"4"
"28244";"1";"4";"4"
"28244";"0";"4";"4"
"28375";"0";"4";"4"
"28129";"0";"4";"4"
"28188";"0";"4";"4"
"28188";"2";"4";"4"
"28450";"0";"4";"4"
"28194";"1";"4";"4"
"28536";"1";"4";"4"
"28090";"0";"4";"4"
"28550";"3";"1";"1"
"28255";"1";"4";"4"
"28497";"3";"4";"4"
"28551";"2";"1";"1"
"28150";"0";"4";"4"
"28167";"0";"4";"4"
"28167";"0";"4";"4"
"28188";"3";"4";"4"
"28375";"0";"4";"4"
"28324";"0";"4";"4"
"28318";"0";"4";"4"
"28497";"1";"4";"4"
"28318";"0";"4";"4"
"28497";"4";"4";"4"
"28318";"0";"4";"4"
"28324";"0";"4";"4"
"28111";"0";"4";"4"
"28375";"0";"4";"4"
"28324";"0";"4";"4"
"28177";"4";"4";"4"
"28255";"0";"4";"4"
"28497";"0";"4";"4"
"28193";"0";"4";"4"
"28151";"0";"4";"4"
"28255";"1";"4";"4"
"28177";"0";"4";"4"
"28139";"0";"4";"4"
"28262";"0";"4";"4"
"28111";"0";"4";"4"
"28262";"0";"4";"4"
"28262";"0";"4";"4"
"28262";"0";"4";"4"
"28450";"0";"4";"4"
"28151";"0";"4";"4"
"28151";"0";"4";"4"
"28139";"0";"4";"4"
"28151";"0";"4";"4"
"28324";"0";"4";"4"
"28093";"0";"4";"4"
"28488";"0";"4";"4"
"28488";"5";"4";"4"
"28548";"1";"4";"4"
"28177";"0";"4";"4"
"28255";"1";"4";"4"
"28488";"0";"4";"4"
"28262";"1";"4";"4"
"28255";"0";"4";"4"
"28262";"0";"4";"4"
"28255";"1";"4";"4"
"28194";"0";"4";"4"
"28488";"0";"4";"4"
"30400";"0";"4";"4"
"28255";"0";"4";"4"
"28151";"0";"4";"4"
"28126";"0";"4";"4"
"28244";"0";"4";"4"
"28554";"2";"4";"4"
"28279";"1";"4";"4"
"28488";"1";"4";"4"
"28151";"1";"4";"4"
"28144";"1";"4";"4"
"28151";"1";"4";"4"
"28405";"0";"4";"4"
"28569";"0";"1";"1"
"28405";"1";"4";"4"
"28279";"0";"4";"4"
"28572";"0";"1";"1"
"28162";"0";"4";"4"
"28488";"0";"4";"4"
"28405";"0";"4";"4"
"28450";"0";"4";"4"
"30400";"1";"4";"4"
"30400";"3";"4";"4"
"30400";"0";"4";"4"
"28126";"0";"4";"4"
"28405";"0";"4";"4"
"28191";"1";"4";"4"
"28126";"0";"4";"4"
"28151";"0";"4";"4"
"28151";"1";"4";"4"
"28579";"1";"4";"4"
"28579";"0";"4";"4"
"30400";"0";"4";"4"
"28279";"1";"4";"4"
"28450";"0";"4";"4"
"28450";"0";"4";"4"
"28579";"1";"4";"4"
"28111";"1";"4";"4"
"28111";"1";"4";"4"
"28162";"1";"4";"4"
"28468";"1";"4";"4"
"28188";"1";"4";"4"
"28194";"2";"4";"4"
"28331";"0";"4";"4"
"28150";"3";"4";"4"
"28150";"0";"4";"4"
"28497";"6";"4";"4"
"28162";"1";"4";"4"
"28570";"1";"4";"4"
"28579";"2";"4";"4"
"28579";"1";"4";"4"
"28497";"0";"4";"4"
"28579";"0";"4";"4"
"28096";"0";"4";"4"
"28497";"0";"4";"4"
"28279";"1";"4";"4"
"28279";"0";"4";"4"
"28579";"0";"4";"4"
"28579";"0";"4";"4"
"28262";"0";"4";"4"
"28194";"0";"4";"4"
"28151";"3";"4";"4"
"28111";"2";"4";"4"
"28111";"1";"4";"4"
"28151";"0";"4";"4"
