"id";"score";"profile_1";"profile_2"
"51994";"3";"4";"4"
"50357";"1";"4";"4"
"52024";"10";"4";"4"
"50771";"7";"4";"4"
"54805";"6";"1";"1"
"54808";"7";"4";"4"
"54531";"2";"4";"4"
"55210";"1";"4";"4"
"55082";"7";"4";"4"
"50357";"7";"4";"4"
"52914";"2";"4";"4"
"50621";"0";"4";"4"
"55212";"8";"4";"4"
"51994";"10";"4";"4"
"54531";"3";"4";"4"
"52914";"2";"4";"4"
"54920";"3";"4";"4"
"55215";"0";"1";"1"
"54531";"4";"4";"4"
"55098";"0";"4";"4"
"53565";"3";"4";"4"
"53090";"2";"4";"4"
"55098";"0";"4";"4"
"53565";"1";"4";"4"
"55216";"4";"1";"1"
"50360";"1";"4";"4"
"52187";"11";"4";"4"
"53888";"1";"4";"4"
"55218";"2";"1";"1"
"53459";"1";"4";"4"
"53888";"1";"4";"4"
"53584";"3";"4";"4"
"53233";"2";"4";"4"
"53584";"1";"4";"4"
"50621";"7";"4";"4"
"50441";"4";"4";"4"
"54014";"3";"4";"4"
"55098";"3";"4";"4"
"52914";"5";"4";"4"
"53565";"3";"4";"4"
"55076";"6";"4";"4"
"53653";"2";"4";"4"
"53233";"2";"4";"4"
"55082";"1";"4";"4"
"50621";"2";"4";"4"
"52187";"3";"4";"4"
"53584";"2";"4";"4"
"53584";"2";"4";"4"
"55221";"2";"1";"1"
"55222";"3";"1";"1"
"55082";"2";"4";"4"
"54887";"6";"4";"4"
"52914";"4";"4";"4"
"52914";"14";"4";"4"
"54738";"5";"4";"4"
"55223";"0";"1";"1"
"50287";"1";"4";"4"
"50287";"10";"4";"4"
"50287";"2";"4";"4"
"55224";"4";"4";"4"
"50287";"-1";"4";"4"
"54531";"8";"4";"4"
"54000";"3";"4";"4"
"54000";"5";"4";"4"
"55098";"1";"4";"4"
"52914";"8";"4";"4"
"53877";"3";"4";"4"
"53584";"3";"4";"4"
"53584";"2";"4";"4"
"52998";"1";"4";"4"
"51655";"4";"4";"4"
"52303";"4";"4";"4"
"55227";"0";"1";"1"
"55230";"4";"1";"1"
"55231";"0";"1";"1"
"51655";"3";"4";"4"
"50188";"2";"4";"4"
"55114";"5";"4";"4"
"53529";"3";"4";"4"
"52978";"1";"4";"4"
