"period";"profile_2";"avgDegree";"avgIndegree";"avgOutdegree";"avgBetweenness";"avgPagerank";"avgEigenvector";"avgInteractions"
"2";"1";"1,7778";"0,6667";"1,1111";"0";"0,0036484958317040315";"0,02865609841917734";"1,8889"
"2";"4";"9,0938";"4,5781";"4,5156";"88,140625";"0,01019490007681429";"0,1927556879469292";"16,3594"
"3";"1";"2,4706";"0,8235";"1,6471";"5,8392156862745095";"0,0025544655345291754";"0,03707959072599643";"2,7647"
"3";"4";"9,7708";"4,9583";"4,8125";"131,10138888888883";"0,006963838211440754";"0,16790343644336506";"18,3438"
"4";"1";"2,3810";"0,6667";"1,7143";"6,1937487116058545";"0,0017645142475454713";"0,028179702112554723";"2,6190"
"4";"4";"10,0806";"5,1290";"4,9516";"162,06396191174426";"0,005317486978008655";"0,14618374222349378";"18,0403"
"5";"1";"2,5882";"0,7353";"1,8529";"5,210647440794499";"0,0015863596264633175";"0,024485882199677098";"3,0882"
"5";"4";"10,4828";"5,3724";"5,1103";"229,39888266905507";"0,004442259891071788";"0,13024831365891323";"18,5448"
"6";"1";"2,6667";"0,9167";"1,7500";"0,7148000437062937";"0,0013619449291477723";"0,024262990765533916";"3,2292"
"6";"4";"10,3000";"5,2611";"5,0389";"296,0649422105672";"0,003539319163618731";"0,11028276176316493";"18,1056"
"7";"1";"2,8103";"0,9138";"1,8966";"5,453345308061332";"0,0011559462118517798";"0,020544150060641874";"3,3448"
"7";"4";"9,8211";"5,0413";"4,7798";"341,5124127162038";"0,002947446079474759";"0,08772424910340332";"16,7523"
"8";"1";"2,7867";"0,8267";"1,9600";"5,443278763719939";"0,0009738268899122241";"0,019955206523088624";"3,3200"
"8";"4";"9,9215";"5,1364";"4,7851";"382,64774418479766";"0,002622777018215778";"0,08373640985715905";"16,8636"
"9";"1";"2,8641";"0,8155";"2,0485";"6,714760200496838";"0,0007815838882118564";"0,015819024629013103";"3,4078"
"9";"4";"9,7662";"5,1115";"4,6547";"461,479783091183";"0,002123632127135862";"0,07545181822837495";"16,3058"
"10";"1";"2,7833";"0,7917";"1,9917";"15,046562247263555";"0,0006853668953474237";"0,014017582219047283";"3,3333"
"10";"4";"9,6612";"5,0651";"4,5961";"581,1088356036752";"0,0019470169533249008";"0,07185722175153618";"16,0717"
"11";"1";"2,7329";"0,7808";"1,9521";"17,208487975539278";"0,0005970361052415136";"0,012172022102190424";"3,2466"
"11";"4";"9,4829";"4,9857";"4,4971";"664,878745015918";"0,001698969998030583";"0,06336036316977417";"15,4971"
"12";"1";"2,6723";"0,7119";"1,9605";"16,257345475758868";"0,0005176278111252055";"0,011000514626292361";"3,1412"
"12";"4";"9,6693";"5,1224";"4,5469";"742,0194006531001";"0,00156134182596383";"0,06302716563842618";"15,6302"
"13";"1";"2,7621";"0,6845";"2,0777";"23,800112991214796";"0,0004569172770155633";"0,009536441395133571";"3,1990"
"13";"4";"9,9019";"5,2943";"4,6077";"877,1367864205969";"0,0014272868936672663";"0,05769099832044811";"16,0263"
"14";"1";"2,7468";"0,6793";"2,0675";"23,563122131593836";"0,0004121345553318855";"0,008154514849374688";"3,1941"
"14";"4";"10,2809";"5,5101";"4,7708";"997,67537090969";"0,0013434419254865465";"0,05246694166640183";"16,6360"
"15";"1";"2,7491";"0,6790";"2,0701";"34,39619234995298";"0,0003714611448713261";"0,007664942155006175";"3,2325"
"15";"4";"10,1714";"5,4657";"4,7056";"1156,8682094216983";"0,0012227601221867135";"0,0481527642360935";"16,4839"
"16";"1";"2,7793";"0,6724";"2,1069";"35,31119913333923";"0,000346534680247475";"0,0071945318970213735";"3,2793"
"16";"4";"9,9888";"5,3818";"4,6071";"1266,14292784233";"0,0011292151103322976";"0,04522265392771163";"16,0242"
"17";"1";"2,7893";"0,6730";"2,1164";"39,98481956331087";"0,0003121228420946189";"0,006866820189553426";"3,2925"
"17";"4";"9,9474";"5,3633";"4,5840";"1432,7161755159036";"0,0010081680184773846";"0,04227447275520923";"15,8557"
"18";"1";"2,8035";"0,6774";"2,1261";"40,055071336600975";"0,00029406143055606213";"0,006858733176586723";"3,3284"
"18";"4";"10,1736";"5,4839";"4,6897";"1538,7431200550147";"0,0009552959813613353";"0,0421775678408414";"16,3553"
"19";"1";"2,8074";"0,6834";"2,1240";"36,320293377715494";"0,0002745848991505506";"0,006437788144280411";"3,3694"
"19";"4";"10,2420";"5,5391";"4,7029";"1646,6579001682164";"0,0009036892245576789";"0,040082766212992504";"16,4640"
