"questionsProfile1";"questionsProfile2";"questionsProfile3";"questionsProfile4";"answersProfile1";"answersProfile2";"answersProfile3";"answersProfile4";"commentsProfile1";"commentsProfile2";"commentsProfile3";"commentsProfile4"
"9754";"37";"778";"11130";"2695";"7";"158";"22698";"8563";"250";"1189";"68457"
