"id_user_source";"id_user_dest";"user_source_profile_1";"user_dest_profile_1";"user_source_profile_2";"user_dest_profile_2"
"5679";"6265";"4";"4";"4";"4"
"3655";"2688";"4";"4";"4";"4"
"19394";"16408";"1";"4";"1";"4"
"2688";"9351";"4";"4";"4";"4"
"7540";"7137";"4";"4";"4";"4"
"18746";"2688";"4";"4";"4";"4"
"10774";"11638";"4";"4";"4";"4"
"15683";"2688";"1";"4";"1";"4"
"2985";"1187";"4";"4";"4";"4"
"3212";"11226";"4";"1";"4";"1"
"6431";"3180";"4";"4";"4";"4"
"19081";"15325";"4";"4";"4";"4"
"5830";"2688";"4";"4";"4";"4"
"8539";"2248";"1";"4";"4";"4"
"2689";"10892";"4";"4";"4";"4"
"7725";"8019";"4";"4";"4";"4"
"1572";"4088";"4";"4";"4";"4"
"7790";"2076";"4";"4";"4";"4"
"2076";"5463";"4";"4";"4";"4"
"6495";"4405";"1";"4";"1";"4"
"2026";"1088";"4";"4";"4";"4"
"2308";"5879";"4";"1";"4";"1"
"83";"3877";"4";"1";"4";"1"
"945";"737";"1";"4";"1";"4"
"10174";"6";"1";"4";"1";"4"
"1003";"4413";"4";"4";"4";"4"
"2688";"9378";"4";"4";"4";"4"
"5170";"7707";"4";"4";"4";"4"
"9378";"12200";"4";"4";"4";"4"
"16489";"13390";"4";"4";"4";"4"
"6601";"1681";"4";"4";"4";"4"
"2806";"7336";"4";"4";"4";"4"
"495";"227";"4";"4";"4";"4"
"15221";"15221";"1";"1";"4";"4"
"7629";"4731";"4";"4";"4";"4"
"2174";"3029";"4";"4";"4";"4"
"1187";"3477";"4";"4";"4";"4"
"17549";"9242";"1";"4";"1";"4"
"270";"3473";"4";"4";"4";"4"
"2034";"291";"4";"4";"4";"4"
"1187";"3473";"4";"4";"4";"4"
"11971";"3516";"1";"4";"1";"4"
"500";"8298";"4";"4";"4";"4"
"6877";"11595";"4";"4";"4";"4"
"6912";"3965";"1";"4";"4";"4"
"11730";"9529";"1";"4";"4";"4"
"10511";"4575";"4";"4";"4";"4"
"1585";"107";"4";"4";"4";"4"
"13832";"13832";"4";"4";"4";"4"
"18361";"7336";"1";"4";"1";"4"
"4327";"4206";"4";"4";"4";"4"
"576";"1028";"4";"4";"4";"4"
"17252";"2076";"4";"4";"4";"4"
"7076";"9696";"4";"4";"4";"4"
"47";"83";"4";"4";"4";"4"
"201";"67";"1";"4";"1";"4"
"2076";"5401";"4";"1";"4";"1"
"1535";"1535";"1";"1";"4";"4"
"700";"2688";"4";"4";"4";"4"
"20485";"17179";"1";"4";"1";"4"
"8181";"639";"4";"4";"4";"4"
"2389";"1200";"4";"4";"4";"4"
"213";"42";"4";"4";"4";"4"
"1437";"3054";"4";"4";"4";"4"
"15600";"15386";"1";"4";"1";"4"
"3516";"2812";"4";"4";"4";"4"
"2227";"2316";"4";"4";"4";"4"
"3180";"6843";"4";"1";"4";"1"
"15188";"8109";"1";"4";"4";"4"
"2234";"1835";"4";"4";"4";"4"
"2781";"2608";"4";"4";"4";"4"
"7055";"4919";"4";"4";"4";"4"
"16803";"867";"4";"4";"4";"4"
"47";"78";"4";"4";"4";"4"
"6956";"2076";"4";"4";"4";"4"
"12204";"2688";"1";"4";"1";"4"
"9696";"19368";"4";"4";"4";"4"
"3180";"270";"4";"4";"4";"4"
"4777";"5896";"4";"4";"4";"4"
"4088";"13438";"4";"4";"4";"4"
"4594";"65";"4";"4";"4";"4"
"4777";"3234";"4";"4";"4";"4"
"15051";"2688";"1";"4";"1";"4"
"9621";"9621";"4";"4";"4";"4"
"1708";"1657";"1";"4";"1";"4"
"251";"4502";"4";"4";"4";"4"
"5170";"5170";"4";"4";"4";"4"
"332";"5417";"4";"4";"4";"4"
"12245";"10892";"4";"4";"4";"4"
"19906";"18188";"4";"4";"4";"4"
"369";"3965";"4";"4";"4";"4"
"15600";"15325";"1";"4";"1";"4"
"9696";"10942";"4";"4";"4";"4"
"55";"2683";"4";"4";"4";"4"
"4394";"6601";"4";"4";"4";"4"
"6477";"2688";"4";"4";"4";"4"
"4206";"9351";"4";"4";"4";"4"
"10890";"10890";"1";"1";"1";"1"
"12100";"2688";"1";"4";"1";"4"
"1447";"1187";"4";"4";"4";"4"
"14574";"13438";"1";"4";"1";"4"
"7372";"15325";"4";"4";"4";"4"
"4159";"1437";"4";"4";"4";"4"
"1478";"7831";"4";"4";"4";"4"
"20623";"12802";"1";"4";"1";"4"
"5260";"10685";"4";"4";"4";"4"
"7830";"2076";"4";"4";"4";"4"
"8307";"7336";"4";"4";"4";"4"
"904";"2576";"4";"4";"4";"4"
"1437";"3026";"4";"1";"4";"1"
"1689";"5011";"4";"4";"4";"4"
"8153";"2688";"4";"4";"4";"4"
"7023";"2367";"4";"4";"4";"4"
"15820";"2688";"1";"4";"1";"4"
"1437";"3029";"4";"4";"4";"4"
"3473";"11421";"4";"1";"4";"1"
"5679";"8842";"4";"4";"4";"4"
"19106";"8751";"1";"4";"4";"4"
"7725";"8087";"4";"4";"4";"4"
"6829";"104";"1";"4";"4";"4"
"6862";"5896";"1";"4";"1";"4"
"3032";"500";"4";"4";"4";"4"
"811";"107";"1";"4";"4";"4"
"5837";"2688";"1";"4";"1";"4"
"3251";"21156";"4";"1";"4";"1"
"8363";"3516";"4";"4";"4";"4"
"9084";"2689";"4";"4";"4";"4"
"3434";"3434";"1";"1";"4";"4"
"2710";"2710";"1";"1";"4";"4"
"518";"12786";"4";"4";"4";"4"
"9696";"10922";"4";"4";"4";"4"
"4496";"3961";"1";"4";"1";"4"
"8710";"4405";"4";"4";"4";"4"
"4077";"2076";"1";"4";"1";"4"
"5726";"5726";"1";"1";"1";"1"
"8638";"7516";"1";"4";"1";"4"
"7927";"7796";"1";"1";"1";"4"
"13383";"16287";"4";"4";"4";"4"
"4502";"5232";"4";"4";"4";"4"
"518";"10134";"4";"4";"4";"4"
"12502";"2688";"1";"4";"1";"4"
"9803";"425";"4";"4";"4";"4"
"2440";"5654";"4";"4";"4";"4"
"3690";"2464";"4";"4";"4";"4"
"9653";"9653";"1";"1";"1";"1"
"12287";"2076";"1";"4";"1";"4"
"3019";"3019";"1";"1";"4";"4"
"3911";"4575";"1";"4";"1";"4"
"3363";"2425";"1";"4";"1";"4"
"5810";"6510";"4";"4";"4";"4"
"8168";"906";"1";"4";"1";"4"
"17583";"10641";"1";"4";"1";"4"
"3159";"1200";"4";"4";"4";"4"
"13442";"6601";"4";"4";"4";"4"
"680";"1829";"4";"4";"4";"4"
"3652";"1478";"4";"4";"4";"4"
"768";"534";"4";"4";"4";"4"
"9378";"12289";"4";"1";"4";"1"
"502";"645";"4";"1";"4";"1"
"5016";"2076";"1";"4";"4";"4"
"1887";"3372";"4";"4";"4";"4"
"12042";"12042";"4";"4";"4";"4"
"994";"2751";"4";"4";"4";"4"
"2519";"2558";"1";"1";"1";"1"
"572";"618";"4";"4";"4";"4"
"8300";"9103";"4";"4";"4";"4"
"12995";"12995";"1";"1";"1";"1"
"15144";"15144";"1";"1";"1";"1"
"867";"5426";"4";"4";"4";"4"
"7875";"4394";"4";"4";"4";"4"
"14994";"867";"4";"4";"4";"4"
"5142";"3473";"4";"4";"4";"4"
"502";"635";"4";"4";"4";"4"
"4953";"1437";"4";"4";"4";"4"
"11638";"2425";"4";"4";"4";"4"
"7975";"4206";"1";"4";"1";"4"
"9008";"9008";"1";"1";"4";"4"
"384";"5943";"4";"4";"4";"4"
"962";"12";"4";"4";"4";"4"
"6378";"6572";"1";"4";"1";"4"
"4994";"5449";"4";"4";"4";"4"
"12460";"19238";"4";"4";"4";"4"
"8835";"9124";"4";"4";"4";"4"
"1028";"160";"4";"4";"4";"4"
"16097";"16097";"4";"4";"4";"4"
"7293";"7499";"4";"4";"4";"4"
"3431";"2316";"1";"4";"4";"4"
"291";"11152";"4";"1";"4";"1"
"16097";"16093";"4";"1";"4";"1"
"4994";"5417";"4";"4";"4";"4"
"8300";"9124";"4";"4";"4";"4"
"1585";"160";"4";"4";"4";"4"
"55";"2689";"4";"4";"4";"4"
"6446";"9529";"1";"4";"1";"4"
"4346";"3180";"4";"4";"4";"4"
"2781";"2683";"4";"4";"4";"4"
"2781";"2689";"4";"4";"4";"4"
"3431";"2300";"1";"4";"4";"4"
"6224";"3473";"1";"4";"4";"4"
"16435";"10774";"1";"4";"1";"4"
"9696";"10954";"4";"4";"4";"4"
"21122";"1478";"1";"4";"4";"4"
"1086";"3372";"4";"4";"4";"4"
"17034";"17034";"1";"1";"1";"1"
"16231";"8109";"4";"4";"4";"4"
"3257";"148";"1";"4";"1";"4"
"7143";"2688";"1";"4";"1";"4"
"11914";"3516";"1";"4";"1";"4"
"731";"4206";"4";"4";"4";"4"
"1065";"2953";"4";"4";"4";"4"
"2781";"2576";"4";"4";"4";"4"
"2781";"2575";"4";"4";"4";"4"
"1162";"2933";"4";"4";"4";"4"
"1253";"366";"1";"4";"4";"4"
"2708";"1725";"4";"4";"4";"4"
"16725";"11868";"1";"4";"1";"4"
"413";"441";"4";"4";"4";"4"
"64";"368";"4";"1";"4";"1"
"107";"1379";"4";"4";"4";"4"
"9084";"17179";"4";"4";"4";"4"
"3372";"3234";"4";"4";"4";"4"
"2000";"3477";"4";"4";"4";"4"
"2246";"67";"1";"4";"1";"4"
"20521";"2688";"1";"4";"1";"4"
"21430";"13438";"4";"4";"4";"4"
"23";"23";"4";"4";"4";"4"
"3372";"3251";"4";"4";"4";"4"
"13438";"13161";"4";"1";"4";"1"
"911";"844";"4";"4";"4";"4"
"2234";"67";"4";"4";"4";"4"
"16343";"3516";"1";"4";"1";"4"
"10128";"6601";"4";"4";"4";"4"
"1572";"867";"4";"4";"4";"4"
"12460";"10966";"4";"4";"4";"4"
"13863";"7372";"1";"4";"1";"4"
"2739";"3244";"4";"4";"4";"4"
"3704";"2300";"4";"4";"4";"4"
"2689";"5122";"4";"4";"4";"4"
"4994";"5463";"4";"4";"4";"4"
"8169";"12619";"4";"4";"4";"4"
"14862";"15325";"4";"4";"4";"4"
"2520";"10409";"4";"4";"4";"4"
"2629";"3516";"4";"4";"4";"4"
"4693";"15955";"4";"1";"4";"1"
"8842";"8751";"4";"4";"4";"4"
"11645";"12200";"4";"4";"4";"4"
"4035";"4035";"4";"4";"4";"4"
"15325";"10641";"4";"4";"4";"4"
"9";"366";"4";"4";"4";"4"
"4288";"3961";"1";"4";"1";"4"
"9710";"15509";"4";"4";"4";"4"
"6327";"6321";"4";"4";"4";"4"
"16097";"16062";"4";"1";"4";"4"
"6327";"6327";"4";"4";"4";"4"
"15810";"2076";"1";"4";"1";"4"
"2710";"2683";"1";"4";"4";"4"
"745";"1829";"4";"4";"4";"4"
"911";"860";"4";"4";"4";"4"
"4013";"3473";"4";"4";"4";"4"
"2300";"7460";"4";"1";"4";"1"
"13128";"10641";"1";"4";"1";"4"
"10795";"16969";"4";"4";"4";"4"
"298";"67";"4";"4";"4";"4"
"2495";"2076";"4";"4";"4";"4"
"8692";"16063";"1";"4";"1";"4"
"1028";"227";"4";"4";"4";"4"
"690";"8394";"4";"1";"4";"1"
"4713";"4575";"4";"4";"4";"4"
"7612";"6601";"4";"4";"4";"4"
"4576";"4580";"1";"4";"4";"4"
"6293";"6045";"4";"4";"4";"4"
"2248";"9696";"4";"4";"4";"4"
"12498";"1478";"4";"4";"4";"4"
"15054";"6995";"1";"4";"4";"4"
"3704";"2316";"4";"4";"4";"4"
"5142";"3516";"4";"4";"4";"4"
"8483";"543";"4";"4";"4";"4"
"1582";"2076";"4";"4";"4";"4"
"607";"8025";"4";"1";"4";"1"
"1295";"1709";"4";"4";"4";"4"
"3431";"2248";"1";"4";"4";"4"
"384";"3244";"4";"4";"4";"4"
"4502";"5337";"4";"4";"4";"4"
"4576";"4576";"1";"1";"4";"4"
"7989";"1187";"4";"4";"4";"4"
"10716";"10716";"4";"4";"4";"4"
"6956";"10892";"4";"4";"4";"4"
"413";"495";"4";"4";"4";"4"
"8898";"1039";"4";"4";"4";"4"
"12460";"10922";"4";"4";"4";"4"
"8366";"2076";"1";"4";"1";"4"
"13019";"1137";"1";"4";"1";"4"
"8087";"1033";"4";"4";"4";"4"
"3438";"2248";"4";"4";"4";"4"
"3501";"7499";"1";"4";"4";"4"
"17";"1652";"4";"4";"4";"4"
"8681";"2689";"1";"4";"1";"4"
"10157";"14416";"1";"4";"1";"4"
"21442";"12619";"1";"4";"1";"4"
"6575";"9529";"4";"4";"4";"4"
"1104";"67";"4";"4";"4";"4"
"8518";"8518";"4";"4";"4";"4"
"8607";"2076";"4";"4";"4";"4"
"220";"1699";"4";"4";"4";"4"
"9885";"2688";"4";"4";"4";"4"
"2687";"2563";"1";"4";"4";"4"
"6251";"6251";"1";"1";"1";"1"
"9160";"8181";"4";"4";"4";"4"
"10385";"10385";"1";"1";"1";"1"
"1028";"211";"4";"4";"4";"4"
"10385";"10380";"1";"4";"1";"4"
"6601";"16408";"4";"4";"4";"4"
"10942";"2076";"4";"4";"4";"4"
"14826";"13438";"4";"4";"4";"4"
"5921";"3473";"4";"4";"4";"4"
"10622";"2688";"4";"4";"4";"4"
"705";"6601";"4";"4";"4";"4"
"1187";"404";"4";"4";"4";"4"
"3995";"1187";"1";"4";"1";"4"
"1615";"6510";"4";"4";"4";"4"
"4946";"4502";"1";"4";"1";"4"
"10269";"11115";"4";"1";"4";"4"
"3324";"2425";"4";"4";"4";"4"
"4259";"6956";"4";"4";"4";"4"
"4405";"6597";"4";"1";"4";"1"
"2308";"3180";"4";"4";"4";"4"
"11833";"2688";"4";"4";"4";"4"
"9794";"1187";"4";"4";"4";"4"
"6377";"8154";"4";"4";"4";"4"
"1217";"2316";"4";"4";"4";"4"
"9884";"867";"1";"4";"4";"4"
"10456";"2629";"4";"4";"4";"4"
"17712";"11638";"4";"4";"4";"4"
"7629";"2076";"4";"4";"4";"4"
"10128";"104";"4";"4";"4";"4"
"495";"148";"4";"4";"4";"4"
"857";"7499";"4";"4";"4";"4"
"3701";"1888";"1";"4";"1";"4"
"7385";"3516";"4";"4";"4";"4"
"7224";"3516";"4";"4";"4";"4"
"9700";"5142";"4";"4";"4";"4"
"15239";"2076";"1";"4";"1";"4"
"13390";"14862";"4";"4";"4";"4"
"6956";"4798";"4";"4";"4";"4"
"13159";"867";"1";"4";"1";"4"
"3477";"1826";"4";"4";"4";"4"
"13651";"15105";"4";"1";"4";"1"
"9378";"9978";"4";"4";"4";"4"
"12971";"2367";"1";"4";"1";"4"
"3747";"7224";"4";"4";"4";"4"
"3244";"867";"4";"4";"4";"4"
"2933";"2076";"4";"4";"4";"4"
"2575";"7224";"4";"4";"4";"4"
"2674";"1437";"1";"4";"1";"4"
"15105";"867";"1";"4";"1";"4"
"9742";"3234";"4";"4";"4";"4"
"47";"47";"4";"4";"4";"4"
"14728";"10641";"1";"4";"4";"4"
"15105";"9237";"1";"4";"1";"4"
"3865";"3473";"1";"4";"4";"4"
"6839";"7336";"4";"4";"4";"4"
"6491";"718";"4";"4";"4";"4"
"9535";"3516";"1";"4";"1";"4"
"7943";"4206";"4";"4";"4";"4"
"11761";"2688";"4";"4";"4";"4"
"19076";"17179";"4";"4";"4";"4"
"20422";"12802";"1";"4";"4";"4"
"7942";"8413";"4";"1";"4";"1"
"15105";"9242";"1";"4";"1";"4"
"21414";"14375";"1";"4";"1";"4"
"9742";"3244";"4";"4";"4";"4"
"2425";"1039";"4";"4";"4";"4"
"9473";"2076";"1";"4";"1";"4"
"2074";"2688";"4";"4";"4";"4"
"13691";"13702";"4";"1";"4";"4"
"47";"27";"4";"4";"4";"4"
"10641";"2248";"4";"4";"4";"4"
"1742";"1121";"1";"4";"1";"4"
"1200";"27";"4";"4";"4";"4"
"12243";"12056";"1";"1";"1";"1"
"14375";"1348";"4";"4";"4";"4"
"1348";"13390";"4";"4";"4";"4"
"7703";"7336";"4";"4";"4";"4"
"11571";"8898";"1";"4";"4";"4"
"6877";"7023";"4";"4";"4";"4"
"3180";"321";"4";"4";"4";"4"
"7524";"7524";"4";"4";"4";"4"
"5135";"6601";"1";"4";"1";"4"
"3613";"1437";"1";"4";"1";"4"
"2541";"2688";"4";"4";"4";"4"
"4761";"12937";"4";"4";"4";"4"
"13196";"104";"4";"4";"4";"4"
"4259";"10859";"4";"1";"4";"1"
"2076";"10641";"4";"4";"4";"4"
"413";"404";"4";"4";"4";"4"
"8109";"13889";"4";"4";"4";"4"
"16366";"2688";"1";"4";"1";"4"
"1187";"3516";"4";"4";"4";"4"
"4259";"4346";"4";"4";"4";"4"
"5710";"3516";"4";"4";"4";"4"
"9696";"6601";"4";"4";"4";"4"
"1200";"55";"4";"4";"4";"4"
"2688";"19451";"4";"4";"4";"4"
"17179";"9237";"4";"4";"4";"4"
"8799";"18518";"1";"1";"1";"1"
"20793";"10337";"4";"4";"4";"4"
"3023";"2683";"1";"4";"1";"4"
"6601";"1725";"4";"4";"4";"4"
"10301";"1121";"1";"4";"4";"4"
"4259";"10879";"4";"1";"4";"1"
"413";"413";"4";"4";"4";"4"
"10716";"2076";"4";"4";"4";"4"
"11676";"2076";"4";"4";"4";"4"
"35";"33";"4";"4";"4";"4"
"35";"35";"4";"4";"4";"4"
"21749";"14375";"4";"4";"4";"4"
"6247";"1200";"4";"4";"4";"4"
"17905";"1426";"1";"4";"4";"4"
"7942";"8489";"4";"4";"4";"4"
"4259";"6995";"4";"4";"4";"4"
"14048";"2688";"1";"4";"1";"4"
"20472";"20472";"1";"1";"4";"4"
"1200";"65";"4";"4";"4";"4"
"2500";"1887";"4";"4";"4";"4"
"5512";"3473";"1";"4";"4";"4"
"20472";"19487";"1";"4";"4";"4"
"1200";"6995";"4";"4";"4";"4"
"5805";"3965";"4";"4";"4";"4"
"718";"6";"4";"4";"4";"4"
"78";"1725";"4";"4";"4";"4"
"5679";"11638";"4";"4";"4";"4"
"1572";"6601";"4";"4";"4";"4"
"12466";"12466";"1";"1";"4";"4"
"12707";"12707";"1";"1";"4";"4"
"1769";"1769";"4";"4";"4";"4"
"1200";"78";"4";"4";"4";"4"
"2688";"19430";"4";"4";"4";"4"
"3937";"4750";"4";"4";"4";"4"
"16894";"1245";"1";"4";"1";"4"
"3311";"110";"4";"4";"4";"4"
"8181";"3937";"4";"4";"4";"4"
"2714";"14597";"4";"1";"4";"1"
"15566";"2076";"4";"4";"4";"4"
"18367";"9696";"4";"4";"4";"4"
"9378";"7336";"4";"4";"4";"4"
"3382";"1437";"4";"4";"4";"4"
"1905";"1572";"4";"4";"4";"4"
"3405";"3372";"1";"4";"4";"4"
"1615";"6594";"4";"1";"4";"1"
"2910";"67";"1";"4";"4";"4"
"7942";"8468";"4";"1";"4";"4"
"1363";"1572";"4";"4";"4";"4"
"534";"2683";"4";"4";"4";"4"
"534";"2689";"4";"4";"4";"4"
"1200";"83";"4";"4";"4";"4"
"534";"2688";"4";"4";"4";"4"
"15988";"21699";"4";"4";"4";"4"
"9015";"7157";"4";"4";"4";"4"
"9378";"14784";"4";"1";"4";"1"
"2425";"1200";"4";"4";"4";"4"
"7385";"3473";"4";"4";"4";"4"
"14597";"13438";"1";"4";"1";"4"
"4777";"3180";"4";"4";"4";"4"
"12243";"12243";"1";"1";"1";"1"
"5828";"2942";"1";"4";"1";"4"
"919";"13718";"4";"4";"4";"4"
"3736";"3477";"4";"4";"4";"4"
"13155";"2425";"1";"4";"1";"4"
"1769";"1806";"4";"1";"4";"4"
"20472";"19673";"1";"4";"4";"4"
"10511";"2076";"4";"4";"4";"4"
"576";"1187";"4";"4";"4";"4"
"140";"5104";"4";"4";"4";"4"
"13691";"13691";"4";"4";"4";"4"
"3736";"3473";"4";"4";"4";"4"
"2575";"7032";"4";"1";"4";"1"
"3223";"6601";"4";"4";"4";"4"
"5449";"9378";"4";"4";"4";"4"
"3995";"1200";"1";"4";"1";"4"
"11234";"11461";"4";"1";"4";"1"
"14375";"10080";"4";"1";"4";"4"
"9985";"10942";"4";"4";"4";"4"
"674";"107";"4";"4";"4";"4"
"1097";"1572";"4";"4";"4";"4"
"6610";"10369";"4";"1";"4";"1"
"15006";"2248";"4";"4";"4";"4"
"3912";"2942";"4";"4";"4";"4"
"3159";"1187";"4";"4";"4";"4"
"8307";"14097";"4";"1";"4";"1"
"945";"831";"1";"4";"1";"4"
"4126";"4185";"4";"4";"4";"4"
"2688";"9234";"4";"1";"4";"1"
"2248";"11378";"4";"1";"4";"1"
"4713";"4713";"4";"4";"4";"4"
"178";"36";"4";"4";"4";"4"
"3655";"2576";"4";"4";"4";"4"
"1181";"1835";"4";"4";"4";"4"
"4713";"500";"4";"4";"4";"4"
"78";"1887";"4";"4";"4";"4"
"4811";"2367";"4";"4";"4";"4"
"131";"6601";"4";"4";"4";"4"
"495";"321";"4";"4";"4";"4"
"9286";"748";"1";"4";"4";"4"
"17891";"867";"1";"4";"4";"4"
"9535";"3477";"1";"4";"1";"4"
"16045";"4919";"1";"4";"1";"4"
"1615";"4094";"4";"4";"4";"4"
"2076";"5339";"4";"1";"4";"1"
"17077";"3516";"4";"4";"4";"4"
"4478";"8842";"4";"4";"4";"4"
"9262";"867";"1";"4";"1";"4"
"425";"110";"4";"4";"4";"4"
"178";"27";"4";"4";"4";"4"
"9112";"9112";"1";"1";"1";"1"
"518";"2076";"4";"4";"4";"4"
"19605";"10774";"1";"4";"1";"4"
"6321";"2076";"4";"4";"4";"4"
"10966";"9378";"4";"4";"4";"4"
"110";"966";"4";"4";"4";"4"
"1577";"1437";"4";"4";"4";"4"
"4894";"4995";"4";"4";"4";"4"
"1381";"2076";"4";"4";"4";"4"
"2076";"7924";"4";"1";"4";"4"
"2227";"2227";"4";"4";"4";"4"
"9242";"7336";"4";"4";"4";"4"
"2875";"2875";"1";"1";"4";"4"
"15223";"13214";"1";"4";"1";"4"
"540";"3473";"4";"4";"4";"4"
"4750";"10666";"4";"1";"4";"1"
"2447";"3180";"4";"4";"4";"4"
"1814";"2689";"4";"4";"4";"4"
"1814";"2688";"4";"4";"4";"4"
"1572";"4182";"4";"4";"4";"4"
"1424";"4575";"4";"4";"4";"4"
"2076";"7931";"4";"4";"4";"4"
"3516";"17077";"4";"4";"4";"4"
"2688";"9262";"4";"1";"4";"1"
"4566";"6601";"1";"4";"4";"4"
"1181";"1889";"4";"1";"4";"1"
"96";"2316";"4";"4";"4";"4"
"2688";"10922";"4";"4";"4";"4"
"1780";"2118";"4";"4";"4";"4"
"500";"8181";"4";"4";"4";"4"
"12977";"6601";"1";"4";"1";"4"
"64";"2169";"4";"4";"4";"4"
"7076";"7157";"4";"4";"4";"4"
"104";"12053";"4";"1";"4";"4"
"5679";"6102";"4";"1";"4";"1"
"10774";"11553";"4";"1";"4";"4"
"8710";"6995";"4";"4";"4";"4"
"3768";"3655";"1";"4";"1";"4"
"8894";"2076";"1";"4";"1";"4"
"6748";"6601";"4";"4";"4";"4"
"3516";"17044";"4";"4";"4";"4"
"3297";"2076";"4";"4";"4";"4"
"16408";"13639";"4";"1";"4";"4"
"2308";"5781";"4";"4";"4";"4"
"1003";"4502";"4";"4";"4";"4"
"16236";"3516";"1";"4";"1";"4"
"5654";"4394";"4";"4";"4";"4"
"21995";"21995";"1";"1";"1";"1"
"495";"366";"4";"4";"4";"4"
"3180";"6726";"4";"4";"4";"4"
"1431";"1431";"4";"4";"4";"4"
"10626";"10626";"1";"1";"4";"4"
"6995";"2711";"4";"4";"4";"4"
"12231";"9696";"1";"4";"1";"4"
"4067";"4086";"1";"4";"1";"4"
"3212";"8330";"4";"4";"4";"4"
"6045";"2248";"4";"4";"4";"4"
"10164";"2248";"4";"4";"4";"4"
"5679";"8751";"4";"4";"4";"4"
"10774";"11561";"4";"4";"4";"4"
"1236";"78";"1";"4";"1";"4"
"10626";"10619";"1";"1";"4";"4"
"19529";"18465";"1";"4";"1";"4"
"6205";"10578";"4";"4";"4";"4"
"15973";"15973";"4";"4";"4";"4"
"5803";"7176";"1";"1";"1";"1"
"10954";"7224";"4";"4";"4";"4"
"2714";"2714";"4";"4";"4";"4"
"20160";"19497";"1";"4";"4";"4"
"13050";"6601";"1";"4";"1";"4"
"19207";"16033";"1";"4";"1";"4"
"8331";"1039";"4";"4";"4";"4"
"5073";"5073";"1";"1";"1";"1"
"194";"6";"4";"4";"4";"4"
"100";"1200";"4";"4";"4";"4"
"911";"693";"4";"1";"4";"1"
"9877";"9877";"4";"4";"4";"4"
"4803";"5011";"1";"4";"4";"4"
"2443";"4395";"4";"4";"4";"4"
"15144";"15223";"1";"1";"1";"1"
"4067";"4067";"1";"1";"1";"1"
"1391";"2076";"4";"4";"4";"4"
"9696";"104";"4";"4";"4";"4"
"8262";"2076";"4";"4";"4";"4"
"369";"1437";"4";"4";"4";"4"
"7068";"3477";"4";"4";"4";"4"
"534";"2618";"4";"4";"4";"4"
"7068";"3473";"4";"4";"4";"4"
"15531";"16033";"4";"4";"4";"4"
"3157";"110";"1";"4";"1";"4"
"676";"1039";"4";"4";"4";"4"
"8710";"6956";"4";"4";"4";"4"
"11381";"3477";"1";"4";"4";"4"
"1389";"404";"1";"4";"1";"4"
"9084";"2563";"4";"4";"4";"4"
"4190";"2315";"4";"4";"4";"4"
"6245";"5099";"1";"4";"1";"4"
"4190";"2316";"4";"4";"4";"4"
"1091";"12802";"4";"4";"4";"4"
"2519";"2495";"1";"4";"1";"4"
"3690";"10774";"4";"4";"4";"4"
"83";"1187";"4";"4";"4";"4"
"8019";"6601";"4";"4";"4";"4"
"291";"13889";"4";"4";"4";"4"
"19529";"1200";"1";"4";"1";"4"
"6";"3054";"4";"4";"4";"4"
"11750";"11750";"1";"1";"1";"1"
"676";"1028";"4";"4";"4";"4"
"8093";"2076";"4";"4";"4";"4"
"83";"1181";"4";"4";"4";"4"
"1348";"9378";"4";"4";"4";"4"
"4271";"3244";"4";"4";"4";"4"
"2073";"6943";"4";"1";"4";"1"
"9805";"3516";"4";"4";"4";"4"
"18768";"17179";"1";"4";"4";"4"
"10385";"10456";"1";"4";"1";"4"
"4438";"2300";"1";"4";"1";"4"
"12440";"17619";"1";"1";"4";"4"
"17912";"19161";"4";"4";"4";"4"
"1655";"1859";"4";"1";"4";"1"
"1245";"4076";"4";"4";"4";"4"
"1109";"7047";"4";"1";"4";"1"
"741";"2316";"4";"4";"4";"4"
"10491";"3887";"4";"4";"4";"4"
"4953";"3965";"4";"4";"4";"4"
"768";"413";"4";"4";"4";"4"
"513";"8710";"4";"4";"4";"4"
"1004";"676";"4";"4";"4";"4"
"11177";"2076";"4";"4";"4";"4"
"10795";"14375";"4";"4";"4";"4"
"11423";"11423";"4";"4";"4";"4"
"2781";"2781";"4";"4";"4";"4"
"83";"1121";"4";"4";"4";"4"
"4619";"4411";"1";"4";"4";"4"
"7725";"8181";"4";"4";"4";"4"
"1109";"9696";"4";"4";"4";"4"
"3629";"3629";"1";"1";"4";"4"
"3409";"2076";"4";"4";"4";"4"
"3473";"11505";"4";"4";"4";"4"
"13155";"21207";"1";"1";"1";"1"
"4872";"769";"4";"1";"4";"4"
"166";"64";"4";"4";"4";"4"
"166";"65";"4";"4";"4";"4"
"4502";"5142";"4";"4";"4";"4"
"4615";"7359";"4";"4";"4";"4"
"8812";"1835";"1";"4";"1";"4"
"2710";"2629";"1";"4";"4";"4"
"16166";"9378";"1";"4";"1";"4"
"10129";"2464";"4";"4";"4";"4"
"5152";"3473";"1";"4";"4";"4"
"5988";"5988";"4";"4";"4";"4"
"16111";"220";"1";"4";"1";"4"
"2175";"1437";"4";"4";"4";"4"
"8483";"718";"4";"4";"4";"4"
"2563";"2076";"4";"4";"4";"4"
"3903";"13889";"4";"4";"4";"4"
"6460";"2689";"1";"4";"1";"4"
"107";"1437";"4";"4";"4";"4"
"3962";"2076";"4";"4";"4";"4"
