"id_user_source";"id_user_dest";"user_source_profile_1";"user_dest_profile_1";"user_source_profile_2";"user_dest_profile_2"
"1065";"110";"4";"4";"4";"4"
"870";"875";"4";"4";"4";"4"
"7705";"8751";"4";"4";"4";"4"
"14982";"7157";"4";"4";"4";"4"
"14898";"2076";"1";"4";"1";"4"
"5728";"4575";"1";"4";"4";"4"
"718";"7128";"4";"1";"4";"4"
"1064";"2316";"4";"4";"4";"4"
"4511";"867";"4";"4";"4";"4"
"7766";"867";"4";"4";"4";"4"
"10254";"3244";"4";"4";"4";"4"
"4723";"2308";"1";"4";"1";"4"
"9008";"2076";"1";"4";"4";"4"
"7750";"6601";"4";"4";"4";"4"
"7388";"15325";"1";"4";"1";"4"
"15339";"867";"1";"4";"1";"4"
"146";"3516";"4";"4";"4";"4"
"448";"211";"4";"4";"4";"4"
"9696";"10663";"4";"4";"4";"4"
"6509";"6509";"1";"1";"4";"4"
"1295";"1459";"4";"1";"4";"1"
"3154";"1200";"4";"4";"4";"4"
"13137";"10942";"1";"4";"1";"4"
"2155";"1560";"1";"1";"1";"4"
"4709";"2464";"1";"4";"1";"4"
"5810";"4405";"4";"4";"4";"4"
"6431";"7202";"4";"1";"4";"1"
"3961";"4086";"4";"4";"4";"4"
"14914";"13438";"4";"4";"4";"4"
"13178";"12893";"1";"4";"1";"4"
"3912";"9103";"4";"4";"4";"4"
"1533";"65";"4";"4";"4";"4"
"140";"19497";"4";"4";"4";"4"
"3673";"3477";"4";"4";"4";"4"
"14512";"14512";"1";"1";"1";"1"
"3768";"1437";"1";"4";"1";"4"
"3961";"4092";"4";"1";"4";"4"
"13782";"17912";"1";"4";"4";"4"
"14512";"14515";"1";"1";"1";"1"
"676";"1433";"4";"4";"4";"4"
"12947";"12786";"1";"4";"1";"4"
"13056";"8562";"4";"1";"4";"1"
"6748";"2688";"4";"4";"4";"4"
"13318";"12200";"1";"4";"1";"4"
"1200";"11226";"4";"1";"4";"1"
"9696";"10641";"4";"4";"4";"4"
"6466";"2248";"1";"4";"1";"4"
"2304";"2316";"4";"4";"4";"4"
"1431";"3650";"4";"1";"4";"1"
"14375";"14894";"4";"4";"4";"4"
"18032";"6601";"1";"4";"1";"4"
"676";"1437";"4";"4";"4";"4"
"607";"6647";"4";"4";"4";"4"
"3961";"4066";"4";"1";"4";"4"
"425";"2576";"4";"4";"4";"4"
"7223";"7223";"1";"1";"1";"1"
"5779";"2076";"1";"4";"4";"4"
"2076";"3159";"4";"4";"4";"4"
"7432";"11081";"4";"4";"4";"4"
"9724";"6601";"4";"4";"4";"4"
"6601";"11833";"4";"4";"4";"4"
"10456";"9529";"4";"4";"4";"4"
"14620";"15325";"4";"4";"4";"4"
"6575";"2308";"4";"4";"4";"4"
"5659";"12708";"4";"1";"4";"1"
"7712";"7336";"1";"4";"1";"4"
"5168";"3434";"4";"1";"4";"4"
"366";"4206";"4";"4";"4";"4"
"83";"1572";"4";"4";"4";"4"
"4035";"8087";"4";"4";"4";"4"
"5803";"3180";"1";"4";"1";"4"
"8181";"8181";"4";"4";"4";"4"
"5451";"104";"1";"4";"1";"4"
"6601";"11847";"4";"1";"4";"1"
"2714";"14085";"4";"1";"4";"4"
"15988";"5170";"4";"4";"4";"4"
"5122";"1725";"4";"4";"4";"4"
"4566";"4405";"1";"4";"4";"4"
"384";"291";"4";"4";"4";"4"
"6792";"2076";"4";"4";"4";"4"
"867";"11081";"4";"4";"4";"4"
"152";"6337";"4";"4";"4";"4"
"1005";"404";"4";"4";"4";"4"
"559";"559";"1";"1";"1";"1"
"5799";"4575";"4";"4";"4";"4"
"20485";"20445";"1";"4";"1";"4"
"13196";"11868";"4";"4";"4";"4"
"15948";"3473";"1";"4";"1";"4"
"12802";"10774";"4";"4";"4";"4"
"10892";"10892";"4";"4";"4";"4"
"8199";"2076";"4";"4";"4";"4"
"185";"185";"4";"4";"4";"4"
"12855";"19487";"1";"4";"4";"4"
"17601";"2688";"1";"4";"1";"4"
"11777";"12200";"4";"4";"4";"4"
"8130";"8130";"1";"1";"1";"1"
"7336";"19883";"4";"1";"4";"4"
"4614";"4470";"1";"4";"1";"4"
"8751";"12199";"4";"1";"4";"1"
"2137";"13056";"4";"4";"4";"4"
"83";"1512";"4";"4";"4";"4"
"5562";"5555";"1";"4";"1";"4"
"6601";"11868";"4";"4";"4";"4"
"20567";"16408";"4";"4";"4";"4"
"1003";"4995";"4";"4";"4";"4"
"6575";"4995";"4";"4";"4";"4"
"7930";"7930";"4";"4";"4";"4"
"867";"11060";"4";"4";"4";"4"
"10973";"6601";"1";"4";"1";"4"
"17179";"10641";"4";"4";"4";"4"
"9696";"10687";"4";"4";"4";"4"
"3268";"3054";"4";"4";"4";"4"
"13137";"10922";"1";"4";"1";"4"
"9793";"1437";"1";"4";"1";"4"
"18944";"9696";"1";"4";"1";"4"
"852";"55";"4";"4";"4";"4"
"7930";"7929";"4";"1";"4";"1"
"10474";"10474";"4";"4";"4";"4"
"1464";"104";"4";"4";"4";"4"
"5443";"5461";"1";"4";"4";"4"
"3714";"2688";"1";"4";"1";"4"
"13701";"13701";"1";"1";"1";"1"
"9276";"6956";"1";"4";"1";"4"
"10129";"17912";"4";"4";"4";"4"
"3965";"3965";"4";"4";"4";"4"
"6265";"7944";"4";"1";"4";"1"
"16543";"6601";"4";"4";"4";"4"
"3912";"9124";"4";"4";"4";"4"
"718";"7097";"4";"1";"4";"4"
"14800";"6956";"4";"4";"4";"4"
"17179";"2308";"4";"4";"4";"4"
"83";"1531";"4";"4";"4";"4"
"9378";"3375";"4";"4";"4";"4"
"14824";"3477";"1";"4";"1";"4"
"4259";"718";"4";"4";"4";"4"
"2248";"7622";"4";"4";"4";"4"
"2076";"5781";"4";"4";"4";"4"
"12947";"12724";"1";"4";"1";"4"
"2728";"1187";"1";"4";"1";"4"
"3374";"4502";"4";"4";"4";"4"
"3655";"6510";"4";"4";"4";"4"
"3516";"6708";"4";"4";"4";"4"
"4584";"1187";"1";"4";"1";"4"
"20485";"20485";"1";"1";"1";"1"
"19652";"5170";"1";"4";"4";"4"
"1187";"756";"4";"4";"4";"4"
"5069";"5584";"4";"1";"4";"1"
"6877";"2689";"4";"4";"4";"4"
"748";"9124";"4";"4";"4";"4"
"2464";"2688";"4";"4";"4";"4"
"12937";"6601";"4";"4";"4";"4"
"4405";"8092";"4";"4";"4";"4"
"7906";"5801";"4";"4";"4";"4"
"2650";"4405";"1";"4";"1";"4"
"2464";"2683";"4";"4";"4";"4"
"7352";"7416";"1";"1";"1";"1"
"3516";"6719";"4";"1";"4";"1"
"104";"9885";"4";"4";"4";"4"
"7831";"19076";"4";"4";"4";"4"
"1780";"6995";"4";"4";"4";"4"
"2117";"2316";"4";"4";"4";"4"
"2590";"1437";"1";"4";"4";"4"
"7644";"7644";"4";"4";"4";"4"
"5679";"11121";"4";"1";"4";"1"
"10774";"1437";"4";"4";"4";"4"
"805";"20268";"4";"1";"4";"1"
"16171";"16171";"1";"1";"4";"4"
"5063";"867";"4";"4";"4";"4"
"15188";"15188";"1";"1";"4";"4"
"10238";"867";"4";"4";"4";"4"
"148";"599";"4";"4";"4";"4"
"196";"460";"4";"4";"4";"4"
"15096";"13438";"1";"4";"1";"4"
"1162";"4259";"4";"4";"4";"4"
"10174";"867";"1";"4";"1";"4"
"9276";"4346";"1";"4";"1";"4"
"1437";"3372";"4";"4";"4";"4"
"8541";"8541";"1";"1";"4";"4"
"9438";"15634";"1";"1";"1";"1"
"10641";"18724";"4";"1";"4";"1"
"1437";"3373";"4";"4";"4";"4"
"1187";"737";"4";"4";"4";"4"
"8799";"7878";"1";"4";"1";"4"
"12802";"6995";"4";"4";"4";"4"
"11071";"10269";"1";"4";"1";"4"
"3690";"4750";"4";"4";"4";"4"
"495";"739";"4";"4";"4";"4"
"3516";"6706";"4";"4";"4";"4"
"9510";"8751";"4";"4";"4";"4"
"4758";"500";"1";"4";"1";"4"
"5094";"1187";"4";"4";"4";"4"
"13401";"2308";"4";"4";"4";"4"
"1577";"1835";"4";"4";"4";"4"
"2459";"6956";"1";"4";"1";"4"
"6217";"718";"1";"4";"1";"4"
"14917";"9544";"4";"4";"4";"4"
"777";"2073";"4";"4";"4";"4"
"8432";"12619";"4";"4";"4";"4"
"18520";"17332";"1";"1";"4";"1"
"13209";"11641";"4";"1";"4";"1"
"6799";"2688";"4";"4";"4";"4"
"20212";"17912";"4";"4";"4";"4"
"2367";"5142";"4";"4";"4";"4"
"7688";"6601";"4";"4";"4";"4"
"20448";"20445";"1";"4";"1";"4"
"8041";"1725";"4";"4";"4";"4"
"10392";"7336";"1";"4";"1";"4"
"495";"741";"4";"4";"4";"4"
"18013";"867";"1";"4";"1";"4"
"10183";"2076";"4";"4";"4";"4"
"8019";"4405";"4";"4";"4";"4"
"11019";"11019";"1";"1";"4";"4"
"21897";"13438";"1";"4";"1";"4"
"13811";"6601";"1";"4";"1";"4"
"7989";"8092";"4";"4";"4";"4"
"45";"2316";"4";"4";"4";"4"
"325";"104";"1";"4";"1";"4"
"2308";"12259";"4";"1";"4";"1"
"5398";"6601";"4";"4";"4";"4"
"2741";"867";"1";"4";"4";"4"
"7790";"8751";"4";"4";"4";"4"
"5505";"2515";"4";"4";"4";"4"
"495";"755";"4";"4";"4";"4"
"11868";"14056";"4";"1";"4";"4"
"1187";"700";"4";"4";"4";"4"
"1121";"6601";"4";"4";"4";"4"
"2174";"5398";"4";"4";"4";"4"
"2076";"3180";"4";"4";"4";"4"
"4405";"8079";"4";"4";"4";"4"
"20863";"9242";"1";"4";"1";"4"
"4994";"5781";"4";"4";"4";"4"
"10129";"15325";"4";"4";"4";"4"
"4777";"3516";"4";"4";"4";"4"
"7404";"4405";"1";"4";"1";"4"
"5837";"2367";"1";"4";"1";"4"
"20447";"20447";"4";"4";"4";"4"
"10337";"9378";"4";"4";"4";"4"
"18787";"16033";"4";"4";"4";"4"
"2739";"1819";"4";"4";"4";"4"
"2806";"3473";"4";"4";"4";"4"
"15509";"12802";"4";"4";"4";"4"
