"id_user";"reputation";"profile_1";"profile_2";"totalBestAnswer"
"59504";"4471";"4";"4";"40"
"50196";"9576";"4";"4";"41"
"51307";"5166";"4";"4";"42"
"50258";"7745";"4";"4";"44"
"59034";"5421";"4";"4";"45"
"52001";"6139";"4";"4";"46"
"53528";"4468";"4";"4";"47"
"58110";"5555";"4";"4";"49"
"57446";"3756";"4";"4";"49"
"53980";"6743";"4";"4";"52"
"61685";"4319";"4";"4";"53"
"60359";"7460";"4";"4";"55"
"51743";"6138";"4";"4";"56"
"52599";"6741";"4";"4";"59"
"67626";"6384";"4";"4";"60"
"53584";"4251";"4";"4";"60"
"56142";"10456";"4";"4";"61"
"50255";"10285";"4";"4";"66"
"54029";"7876";"4";"4";"70"
"50469";"9212";"4";"4";"70"
"52957";"7468";"4";"4";"71"
"65088";"9291";"4";"4";"72"
"52303";"9261";"4";"4";"72"
"52978";"8120";"4";"4";"73"
"50939";"6848";"4";"4";"74"
"53459";"6516";"4";"4";"77"
"54808";"6645";"4";"4";"86"
"51502";"14863";"4";"4";"87"
"50357";"13535";"4";"4";"88"
"50360";"12184";"4";"4";"94"
"56011";"10704";"4";"4";"96"
"50204";"15785";"4";"4";"98"
"50621";"14057";"4";"4";"102"
"54738";"10378";"4";"4";"105"
"71015";"11487";"4";"4";"106"
"56319";"9405";"4";"4";"106"
"60826";"9060";"4";"4";"107"
"59784";"12655";"4";"4";"110"
"57646";"16508";"4";"4";"116"
"53529";"16229";"4";"4";"125"
"56777";"13563";"4";"4";"149"
"53468";"24262";"4";"4";"165"
"58549";"21699";"4";"4";"189"
"55106";"24469";"4";"4";"195"
"53643";"29094";"4";"4";"239"
"50441";"29705";"4";"4";"243"
"50562";"35626";"4";"4";"295"
"54718";"34064";"4";"4";"384"
"52914";"60667";"4";"4";"566"
