"period";"profile";"avgDegree";"avgIndegree";"avgOutdegree";"avgBetweenness";"avgPagerank";"avgEigenvector";"avgInteractions"
"64";"1";"2,1813";"0,8844";"1,2969";"109,6406325782588";"0,00003760925934275099";"0,0015024984934162064";"2,5063"
"64";"2";"3,1938";"0,6930";"2,5008";"202,94062753550722";"0,000036664007574279555";"0,0015500860227635872";"4,2009"
"64";"3";"4,0667";"1,3749";"2,6918";"706,7729553053877";"0,00005059366070475287";"0,0037769032290260285";"5,6245"
"64";"4";"17,8002";"9,8057";"7,9945";"17911,62507178825";"0,00017508585094751743";"0,015908865624940573";"34,8742"
"65";"1";"2,1520";"0,8801";"1,2719";"134,26237835802058";"0,000036643323036322845";"0,0014907242504693743";"2,4766"
"65";"2";"3,1922";"0,6898";"2,5023";"209,35491619390552";"0,00003572868860943204";"0,0015242643800859122";"4,1875"
"65";"3";"4,0759";"1,3748";"2,7011";"716,9572353484032";"0,00004934735600789112";"0,0037345233051264983";"5,6436"
"65";"4";"17,8673";"9,8544";"8,0129";"18381,78060368061";"0,00017194138190729677";"0,01580997000832764";"34,9597"
"66";"1";"2,1468";"0,8837";"1,2632";"131,52631254608";"0,00003590638823497557";"0,001432159640927273";"2,4626"
"66";"2";"3,2067";"0,6907";"2,5161";"206,28234159184527";"0,000035179866813203846";"0,0015292643334549692";"4,2185"
"66";"3";"4,1192";"1,3808";"2,7384";"728,0800001207567";"0,00004840752866914521";"0,0036871400618649812";"5,7580"
"66";"4";"18,0358";"9,9639";"8,0719";"18833,825485761554";"0,0001702324156732219";"0,015675795890776296";"35,2979"
"67";"1";"2,1257";"0,8796";"1,2461";"128,73764557858732";"0,00003494464084970292";"0,0014347646191940726";"2,4241"
"67";"2";"3,2072";"0,6896";"2,5176";"210,9269583182607";"0,000034500995276462914";"0,0015315048766369184";"4,2181"
"67";"3";"4,1353";"1,3890";"2,7464";"782,3480752422435";"0,00004712098740973624";"0,0036489162878430834";"5,7935"
"67";"4";"18,1205";"10,0179";"8,1026";"19487,98128204951";"0,00016692547897915872";"0,01552907989656559";"35,4660"
"68";"1";"2,1456";"0,8762";"1,2694";"123,23639879243674";"0,00003391471335308682";"0,0013972898787943885";"2,4417"
"68";"2";"3,2067";"0,6895";"2,5171";"221,72892867503438";"0,00003374089913806335";"0,0014972320318029757";"4,2171"
"68";"3";"4,1575";"1,3959";"2,7616";"831,8342277519753";"0,000045900739519875286";"0,0036218059215369614";"5,8323"
"68";"4";"18,2506";"10,1058";"8,1448";"20253,39845800482";"0,0001636373119755807";"0,015425257415930265";"35,7157"
"69";"1";"2,1533";"0,8774";"1,2759";"131,02015988942856";"0,000033210567144601866";"0,0013892135583058744";"2,4505"
"69";"2";"3,1887";"0,6835";"2,5053";"226,42943400023307";"0,0000325860109518047";"0,0014516407342791099";"4,1929"
"69";"3";"4,1903";"1,4039";"2,7864";"852,8304361157092";"0,00004485806283505438";"0,0036358979185573243";"5,9131"
"69";"4";"18,3868";"10,1921";"8,1947";"20805,29153052873";"0,00016038275189834015";"0,01543167732950846";"36,0739"
"70";"1";"2,1629";"0,8839";"1,2790";"139,13789232592663";"0,0000323484887289654";"0,00137339327511108";"2,4531"
"70";"2";"3,1900";"0,6796";"2,5104";"224,43902463982224";"0,0000314985168151725";"0,001423134615350153";"4,1909"
"70";"3";"4,2018";"1,4064";"2,7954";"849,7739073984113";"0,00004353002793323979";"0,0036221537135446296";"5,9353"
"70";"4";"18,5807";"10,3115";"8,2691";"21788,65548357504";"0,00015699693812153842";"0,015473567805114536";"36,5346"
"71";"1";"2,1521";"0,8763";"1,2759";"130,58014047843673";"0,00003106556989427878";"0,0013002516543643477";"2,4686"
"71";"2";"3,1831";"0,6738";"2,5093";"222,97886351443697";"0,00003047887380793946";"0,0013899383025022046";"4,1819"
"71";"3";"4,2417";"1,4081";"2,8336";"897,1025680865398";"0,0000423565475762603";"0,003591197091396271";"6,0266"
"71";"4";"18,8096";"10,4688";"8,3408";"22761,581748741788";"0,00015477195754621563";"0,01553223125872369";"36,9797"
"72";"1";"2,1673";"0,8473";"1,3200";"119,63707711475375";"0,000030063084432738223";"0,0012243610438923116";"2,5236"
"72";"2";"3,1766";"0,6740";"2,5027";"230,65784845001627";"0,000029925845094267486";"0,0013893527172364362";"4,1700"
"72";"3";"4,2727";"1,4205";"2,8523";"956,7939709579687";"0,000041840128156929993";"0,0036392541788778333";"6,1027"
"72";"4";"18,8866";"10,5269";"8,3596";"23402,42084745388";"0,0001531749444322403";"0,015578655843893447";"37,1787"
