"id";"profile_1";"profile_2";"reputation";"avgScoreQuestion";"avgScoreAnswers";"avgScoreComments";"sumScoreQuestion";"sumScoreAnswers";"sumScoreComments"
"30426";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30428";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30429";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30445";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30446";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30459";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30460";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30462";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30470";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30472";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30474";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30475";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30476";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30479";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30481";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30486";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30493";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30496";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30511";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30512";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30516";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30517";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30518";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30520";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30522";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30530";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30532";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30537";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30541";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30555";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30556";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30557";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30559";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30562";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30569";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30570";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30571";"1";"1";"1";\N;"0,0000";\N;\N;"0";\N
"30572";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30578";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30583";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30589";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30590";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30591";"1";"1";"1";\N;\N;\N;\N;\N;\N
