"id";"profile_1";"profile_2";"reputation";"avgScoreQuestion";"avgScoreAnswers";"avgScoreComments";"sumScoreQuestion";"sumScoreAnswers";"sumScoreComments"
"51388";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51393";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51396";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51398";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51400";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51419";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51429";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51432";"1";"1";"1";"0,0000";\N;"0,0000";"0";\N;"0"
"51433";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51437";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51442";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51460";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51467";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51469";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51472";"1";"1";"1";\N;"0,0000";\N;\N;"0";\N
"51479";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51495";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51497";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51504";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51506";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51510";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51519";"1";"1";"1";\N;"-4,0000";\N;\N;"-4";\N
"51520";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51528";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51529";"1";"1";"1";\N;"0,0000";\N;\N;"0";\N
"51530";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51535";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51544";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51549";"1";"1";"1";"0,0000";\N;"0,0000";"0";\N;"0"
"51552";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51556";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51561";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51566";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51569";"1";"1";"1";\N;"0,0000";\N;\N;"0";\N
"51575";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51578";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51581";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51585";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51589";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51591";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51611";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51612";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51613";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51621";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51622";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51623";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51628";"1";"1";"1";"0,0000";\N;"0,0000";"0";\N;"0"
"51629";"1";"1";"1";"-6,0000";\N;\N;"-6";\N;\N
"51630";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51636";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51643";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51648";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51667";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51668";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51669";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51671";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51676";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51680";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51683";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51694";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51705";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51710";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51712";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51713";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51721";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51725";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51726";"1";"1";"1";\N;\N;\N;\N;\N;\N
