"id";"profile";"reputation";"avgScoreQuestion";"avgScoreAnswers";"avgScoreComments";"sumScoreQuestion";"sumScoreAnswers";"sumScoreComments"
"67034";"2";"4";"-0,3333";\N;"0,0000";"-1";\N;"0"
"67112";"2";"4";"0,0000";\N;\N;"0";\N;\N
"67627";"2";"4";"0,0000";\N;\N;"0";\N;\N
"67712";"2";"4";"0,0000";\N;\N;"0";\N;\N
"67735";"2";"4";"-4,0000";\N;\N;"-4";\N;\N
"67757";"2";"4";"0,0000";\N;\N;"0";\N;\N
"67774";"2";"4";"-1,5000";\N;\N;"-3";\N;\N
"67850";"2";"4";"0,0000";\N;\N;"0";\N;\N
"67858";"2";"4";"-1,0000";\N;\N;"-1";\N;\N
"68206";"2";"4";"-0,5000";\N;"0,0000";"-1";\N;"0"
"68334";"2";"4";"0,0000";\N;\N;"0";\N;\N
"68379";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"69038";"2";"4";"-2,0000";\N;\N;"-2";\N;\N
"69048";"2";"4";"0,0000";\N;\N;"0";\N;\N
"69199";"2";"4";"-2,0000";\N;\N;"-2";\N;\N
"69299";"2";"4";"-1,5000";\N;"0,0000";"-3";\N;"0"
"69540";"2";"4";"0,0000";\N;\N;"0";\N;\N
"69545";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"69703";"2";"4";"-3,0000";\N;\N;"-3";\N;\N
"69849";"2";"4";"0,0000";\N;"0,2000";"0";\N;"1"
"69859";"2";"4";"0,0000";\N;\N;"0";\N;\N
"70208";"2";"4";"0,0000";\N;\N;"0";\N;\N
"70394";"2";"4";"-1,0000";\N;"0,0000";"-1";\N;"0"
"70452";"2";"4";"-3,0000";\N;"0,3333";"-6";\N;"1"
"70504";"2";"4";"-0,5000";\N;"0,0000";"-1";\N;"0"
"70739";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"70820";"2";"4";"-1,0000";\N;\N;"-1";\N;\N
"70841";"2";"4";"-1,0000";\N;"0,0000";"-1";\N;"0"
"71235";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"71389";"2";"4";"0,0000";\N;\N;"0";\N;\N
"71430";"2";"4";"-0,5000";\N;"0,0000";"-1";\N;"0"
"71526";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"71555";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"71721";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"71898";"2";"4";"-2,0000";\N;"0,0000";"-2";\N;"0"
"71908";"2";"4";"0,0000";\N;\N;"0";\N;\N
"72279";"2";"4";"-1,0000";\N;\N;"-1";\N;\N
"72593";"2";"4";"0,0000";\N;\N;"0";\N;\N
"72855";"2";"4";"0,0000";\N;\N;"0";\N;\N
"72934";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"73405";"2";"4";"-2,0000";\N;\N;"-2";\N;\N
"73476";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"73500";"2";"4";"-1,0000";\N;\N;"-1";\N;\N
"73712";"2";"4";"-2,0000";\N;\N;"-2";\N;\N
"73804";"2";"4";"0,0000";\N;\N;"0";\N;\N
"73805";"2";"4";"-1,0000";\N;"1,0000";"-1";\N;"1"
"74371";"2";"4";"0,0000";\N;\N;"0";\N;\N
"74508";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"74636";"2";"4";"0,0000";\N;\N;"0";\N;\N
"74772";"2";"4";"0,0000";\N;\N;"0";\N;\N
"74850";"2";"4";"1,0000";"-1,0000";\N;"1";"-1";\N
"74908";"2";"4";"0,0000";\N;\N;"0";\N;\N
"75057";"2";"4";"-1,0000";\N;"0,0000";"-1";\N;"0"
"75232";"2";"4";"0,0000";\N;\N;"0";\N;\N
"75363";"2";"4";"-1,0000";\N;"0,0000";"-1";\N;"0"
"75484";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"75941";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"75943";"2";"4";"0,0000";\N;\N;"0";\N;\N
"75960";"2";"4";"-3,0000";\N;\N;"-3";\N;\N
"75982";"2";"4";"0,0000";\N;\N;"0";\N;\N
"75983";"2";"4";"0,0000";\N;\N;"0";\N;\N
"76115";"2";"4";"0,0000";\N;\N;"0";\N;\N
"76231";"2";"4";"-1,0000";\N;\N;"-1";\N;\N
"76282";"2";"4";"-2,0000";\N;"0,0000";"-2";\N;"0"
"76284";"2";"4";"0,0000";\N;\N;"0";\N;\N
"76462";"2";"4";"0,0000";\N;\N;"0";\N;\N
"76535";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"76576";"2";"4";"0,0000";\N;\N;"0";\N;\N
"76591";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"76643";"2";"4";"0,0000";\N;"0,0000";"0";\N;"0"
"76745";"2";"4";"-4,0000";\N;\N;"-4";\N;\N
"76922";"2";"4";"-1,0000";\N;\N;"-1";\N;\N
"77086";"2";"4";"0,0000";\N;"1,5000";"0";\N;"3"
